<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.02.21	12:00:00	12258.1	12264.3	12230.0	12231.3	4141	0	27
2023.02.21	13:00:00	12231.2	12256.2	12223.3	12247.3	2695	0	27
2023.02.21	14:00:00	12246.8	12250.0	12214.0	12228.3	1909	0	27
2023.02.21	15:00:00	12229.2	12230.9	12204.2	12204.8	2290	0	27
2023.02.21	16:00:00	12203.6	12254.9	12183.5	12193.1	11686	0	15
2023.02.21	17:00:00	12192.1	12206.6	12146.1	12152.4	13243	0	15
2023.02.21	18:00:00	12153.1	12169.3	12110.9	12116.1	7931	0	15
2023.02.21	19:00:00	12115.4	12139.5	12106.6	12136.6	6322	0	15
2023.02.21	20:00:00	12135.3	12140.3	12097.9	12103.1	5136	0	15
2023.02.21	21:00:00	12103.4	12110.4	12071.9	12089.4	5854	0	15
2023.02.21	22:00:00	12090.1	12106.3	12057.3	12063.3	7338	0	15
2023.02.21	23:00:00	12064.1	12082.5	12064.1	12076.3	561	0	15
2023.02.22	01:00:00	12075.4	12081.1	12063.3	12078.8	895	0	27
2023.02.22	02:00:00	12078.3	12087.2	12073.4	12086.7	947	0	27
2023.02.22	03:00:00	12085.8	12094.1	12077.9	12087.1	1009	0	27
2023.02.22	04:00:00	12086.8	12107.1	12083.1	12105.9	1045	0	27
2023.02.22	05:00:00	12106.6	12106.6	12096.2	12103.6	418	0	27
2023.02.22	06:00:00	12104.6	12104.6	12086.6	12093.4	299	0	27
2023.02.22	07:00:00	12092.8	12093.1	12083.9	12086.1	442	0	27
2023.02.22	08:00:00	12085.8	12091.6	12074.4	12083.4	567	0	27
2023.02.22	09:00:00	12082.3	12104.2	12069.8	12088.9	1196	0	27
2023.02.22	10:00:00	12089.3	12108.9	12028.8	12060.1	5140	0	27
2023.02.22	11:00:00	12060.6	12085.8	12035.2	12074.6	4279	0	27
2023.02.22	12:00:00	12074.1	12077.8	12046.3	12066.1	3046	0	27
2023.02.22	13:00:00	12065.4	12070.6	12028.6	12060.2	3044	0	27
2023.02.22	14:00:00	12060.8	12127.6	12055.1	12108.7	3477	0	27
2023.02.22	15:00:00	12108.6	12112.2	12083.3	12095.1	1590	0	27
2023.02.22	16:00:00	12096.1	12139.4	12080.7	12087.7	10442	0	15
2023.02.22	17:00:00	12087.2	12090.4	11999.4	12065.1	12954	0	15
2023.02.22	18:00:00	12065.9	12085.6	12041.9	12077.0	9371	0	15
2023.02.22	19:00:00	12078.4	12117.0	12057.9	12106.4	6918	0	15
2023.02.22	20:00:00	12106.1	12141.1	12097.1	12120.9	5537	0	15
2023.02.22	21:00:00	12120.9	12162.4	12032.1	12035.1	19538	0	15
2023.02.22	22:00:00	12035.4	12076.8	12020.6	12074.9	12033	0	15
2023.02.22	23:00:00	12074.5	12150.1	12065.5	12137.8	2535	0	15
2023.02.23	01:00:00	12146.8	12146.8	12122.1	12138.0	1220	0	27
2023.02.23	02:00:00	12137.9	12147.8	12135.6	12139.6	793	0	27
2023.02.23	03:00:00	12138.6	12168.8	12135.1	12168.3	652	0	27
2023.02.23	04:00:00	12168.4	12179.5	12164.1	12177.8	398	0	27
2023.02.23	05:00:00	12179.4	12182.8	12169.3	12172.4	459	0	27
2023.02.23	06:00:00	12172.5	12176.5	12168.4	12176.5	255	0	27
2023.02.23	07:00:00	12176.2	12177.1	12157.6	12161.1	397	0	27
2023.02.23	08:00:00	12161.8	12169.4	12157.4	12160.5	546	0	27
2023.02.23	09:00:00	12161.4	12164.3	12151.9	12152.6	872	0	27
2023.02.23	10:00:00	12152.7	12196.3	12144.9	12176.5	4233	0	27
2023.02.23	11:00:00	12177.6	12194.4	12120.9	12153.3	3925	0	27
2023.02.23	12:00:00	12151.4	12160.7	12142.6	12159.3	2147	0	27
2023.02.23	13:00:00	12158.4	12178.8	12148.4	12177.5	1202	0	27
2023.02.23	14:00:00	12176.2	12189.5	12167.3	12184.8	1715	0	27
2023.02.23	15:00:00	12185.5	12206.9	12155.9	12191.4	4153	0	27
2023.02.23	16:00:00	12192.1	12230.9	12168.5	12202.5	10669	0	15
2023.02.23	17:00:00	12204.5	12217.9	12073.2	12084.0	14100	0	15
2023.02.23	18:00:00	12083.2	12105.7	12002.4	12004.4	10247	0	15
2023.02.23	19:00:00	12006.3	12054.5	12000.8	12051.4	7480	0	15
2023.02.23	20:00:00	12052.4	12096.7	12027.9	12088.4	6724	0	15
2023.02.23	21:00:00	12087.4	12186.0	12077.1	12162.9	8226	0	15
2023.02.23	22:00:00	12163.3	12220.8	12163.3	12178.8	8404	0	15
2023.02.23	23:00:00	12178.3	12182.2	12160.3	12163.0	448	0	15
2023.02.24	01:00:00	12159.4	12161.5	12142.9	12144.3	401	0	27
2023.02.24	02:00:00	12144.9	12168.9	12141.6	12165.2	1630	0	27
2023.02.24	03:00:00	12165.4	12184.9	12134.1	12155.4	2819	0	27
2023.02.24	04:00:00	12154.5	12160.4	12145.6	12150.6	1039	0	27
2023.02.24	05:00:00	12149.8	12165.1	12149.8	12161.0	614	0	27
2023.02.24	06:00:00	12160.9	12163.0	12144.8	12148.5	524	0	27
2023.02.24	07:00:00	12147.8	12157.8	12146.7	12148.1	704	0	27
2023.02.24	08:00:00	12148.1	12154.3	12137.5	12148.8	485	0	27
2023.02.24	09:00:00	12148.0	12148.0	12121.5	12125.8	1292	0	27
2023.02.24	10:00:00	12125.1	12132.8	12105.4	12107.3	3735	0	27
2023.02.24	11:00:00	12106.6	12118.4	12093.4	12097.0	2120	0	27
2023.02.24	12:00:00	12096.7	12104.0	12079.9	12091.6	941	0	27
2023.02.24	13:00:00	12090.9	12091.0	12052.6	12070.0	1695	0	27
2023.02.24	14:00:00	12069.9	12079.2	12059.4	12068.1	1684	0	27
2023.02.24	15:00:00	12067.9	12073.3	11945.3	11969.5	5960	0	27
2023.02.24	16:00:00	11968.9	12014.0	11926.7	11945.8	11045	0	15
2023.02.24	17:00:00	11945.5	11963.6	11894.5	11907.0	14180	0	15
2023.02.24	18:00:00	11907.5	11989.0	11895.7	11962.1	10086	0	15
2023.02.24	19:00:00	11962.4	11969.2	11909.4	11916.2	7083	0	15
2023.02.24	20:00:00	11915.7	11946.1	11902.5	11937.1	6216	0	15
2023.02.24	21:00:00	11937.5	11984.1	11918.1	11977.4	6440	0	15
2023.02.24	22:00:00	11977.7	11992.2	11916.7	11968.9	8779	0	15
2023.02.24	23:00:00	11969.7	11975.3	11960.8	11971.1	385	0	15
2023.02.27	01:00:00	11965.7	11995.9	11960.9	11988.1	1205	0	27
2023.02.27	02:00:00	11988.2	11990.4	11974.7	11987.2	1411	0	27
2023.02.27	03:00:00	11986.4	12016.4	11986.4	12011.3	767	0	27
2023.02.27	04:00:00	12010.6	12015.4	12002.2	12009.7	580	0	27
2023.02.27	05:00:00	12010.1	12012.3	11991.4	11996.6	459	0	27
2023.02.27	06:00:00	11995.9	12001.9	11993.6	12001.8	333	0	27
2023.02.27	07:00:00	12001.1	12003.3	11978.2	11982.2	594	0	27
2023.02.27	08:00:00	11982.6	11988.9	11977.2	11982.2	616	0	27
2023.02.27	09:00:00	11982.1	12011.2	11979.1	12008.2	1218	0	27
2023.02.27	10:00:00	12009.2	12043.3	12008.4	12027.3	4674	0	27
2023.02.27	11:00:00	12027.2	12048.1	12019.9	12028.8	1434	0	27
2023.02.27	12:00:00	12030.4	12048.2	12023.8	12023.9	1124	0	27
2023.02.27	13:00:00	12023.9	12040.9	12019.9	12033.8	919	0	27
2023.02.27	14:00:00	12033.9	12047.1	12024.7	12029.8	811	0	27
2023.02.27	15:00:00	12029.1	12123.2	12024.7	12108.7	2009	0	27
2023.02.27	16:00:00	12109.6	12122.4	12077.8	12118.9	9081	0	15
2023.02.27	17:00:00	12118.1	12160.2	12047.8	12075.2	12085	0	15
2023.02.27	18:00:00	12075.7	12089.8	12037.0	12071.8	8215	0	15
2023.02.27	19:00:00	12072.2	12092.8	12043.0	12089.5	5854	0	15
2023.02.27	20:00:00	12090.0	12104.9	12065.9	12099.2	4831	0	15
2023.02.27	21:00:00	12100.0	12115.5	12052.5	12060.3	5504	0	15
2023.02.27	22:00:00	12060.0	12069.9	12029.8	12053.8	7364	0	15
2023.02.27	23:00:00	12054.5	12071.4	12054.5	12064.9	302	0	15
2023.02.28	01:00:00	12074.4	12078.1	12058.1	12064.0	532	0	27
2023.02.28	02:00:00	12064.1	12082.1	12063.6	12074.8	607	0	27
2023.02.28	03:00:00	12075.5	12098.7	12067.3	12090.2	856	0	27
2023.02.28	04:00:00	12091.0	12096.0	12078.3	12092.1	547	0	27
2023.02.28	05:00:00	12092.8	12092.8	12083.3	12084.7	286	0	27
2023.02.28	06:00:00	12083.8	12089.1	12073.1	12077.0	205	0	27
2023.02.28	07:00:00	12076.1	12076.5	12053.6	12055.8	830	0	27
2023.02.28	08:00:00	12057.1	12071.5	12055.3	12068.6	767	0	27
2023.02.28	09:00:00	12068.6	12069.0	12011.1	12013.5	1884	0	27
2023.02.28	10:00:00	12012.5	12038.7	12000.3	12028.5	4962	0	27
2023.02.28	11:00:00	12029.2	12045.0	12016.5	12030.7	2323	0	27
2023.02.28	12:00:00	12031.5	12066.7	12029.7	12062.4	1396	0	27
2023.02.28	13:00:00	12063.2	12095.3	12061.7	12084.9	1467	0	27
2023.02.28	14:00:00	12084.5	12116.3	12082.1	12108.0	1255	0	27
2023.02.28	15:00:00	12107.0	12109.6	12046.0	12066.6	1366	0	27
2023.02.28	16:00:00	12067.3	12083.2	12012.7	12064.0	9003	0	15
2023.02.28	17:00:00	12065.9	12094.8	12017.3	12046.4	13076	0	15
2023.02.28	18:00:00	12046.8	12087.1	12039.1	12058.8	7414	0	15
2023.02.28	19:00:00	12059.2	12122.7	12058.9	12114.3	5797	0	15
2023.02.28	20:00:00	12114.6	12142.7	12111.4	12133.2	5273	0	15
2023.02.28	21:00:00	12133.7	12143.4	12091.9	12095.4	5279	0	15
2023.02.28	22:00:00	12095.7	12095.7	12035.4	12035.4	7072	0	15
2023.02.28	23:00:00	12034.9	12039.1	11996.8	12010.6	798	0	15
2023.03.01	01:00:00	12004.5	12011.2	11983.8	11992.0	710	0	27
2023.03.01	02:00:00	11993.5	11993.5	11968.0	11970.4	865	0	27
2023.03.01	03:00:00	11969.7	12013.3	11959.5	12012.0	1131	0	27
2023.03.01	04:00:00	12011.3	12025.9	12007.0	12024.8	483	0	27
2023.03.01	05:00:00	12025.5	12045.8	12021.5	12038.0	415	0	27
2023.03.01	06:00:00	12037.3	12046.8	12031.8	12040.7	328	0	27
2023.03.01	07:00:00	12040.8	12047.8	12034.3	12041.8	374	0	27
2023.03.01	08:00:00	12041.8	12073.2	12041.4	12062.2	1126	0	27
2023.03.01	09:00:00	12062.8	12086.6	12054.6	12078.2	1870	0	27
2023.03.01	10:00:00	12077.8	12088.1	12050.8	12075.4	4614	0	27
2023.03.01	11:00:00	12076.2	12096.7	12070.8	12087.3	2619	0	27
2023.03.01	12:00:00	12087.3	12107.5	12073.5	12103.3	1930	0	27
2023.03.01	13:00:00	12102.8	12111.1	12093.1	12097.8	1399	0	27
2023.03.01	14:00:00	12097.8	12097.8	12076.3	12085.7	956	0	27
2023.03.01	15:00:00	12085.3	12086.7	12007.5	12008.8	1288	0	27
2023.03.01	16:00:00	12007.8	12049.1	11974.6	12017.9	9131	0	15
2023.03.01	17:00:00	12021.4	12038.6	11923.6	11978.5	14594	0	15
2023.03.01	18:00:00	11978.1	11991.4	11895.6	11978.9	10491	0	15
2023.03.01	19:00:00	11979.4	12006.5	11963.8	11976.1	7532	0	15
2023.03.01	20:00:00	11976.5	11977.3	11929.3	11947.3	5583	0	15
2023.03.01	21:00:00	11947.8	11952.9	11906.1	11921.1	5598	0	15
2023.03.01	22:00:00	11920.8	11946.4	11911.8	11935.1	7154	0	15
2023.03.01	23:00:00	11936.0	11962.5	11925.4	11955.0	907	0	15
2023.03.02	01:00:00	11934.9	11944.7	11932.3	11938.7	521	0	27
2023.03.02	02:00:00	11939.4	11958.9	11913.3	11914.6	791	0	27
2023.03.02	03:00:00	11914.4	11917.3	11821.9	11854.2	3257	0	27
2023.03.02	04:00:00	11854.9	11878.9	11850.7	11876.2	1469	0	27
2023.03.02	05:00:00	11876.7	11886.3	11862.7	11871.7	1162	0	27
2023.03.02	06:00:00	11872.4	11880.8	11863.7	11871.6	484	0	27
2023.03.02	07:00:00	11872.3	11873.9	11846.9	11854.8	575	0	27
2023.03.02	08:00:00	11854.4	11871.4	11848.2	11851.7	778	0	27
2023.03.02	09:00:00	11851.2	11856.7	11819.6	11834.4	2229	0	27
2023.03.02	10:00:00	11834.4	11860.1	11800.1	11850.2	5112	0	27
2023.03.02	11:00:00	11849.7	11859.6	11826.4	11832.3	2952	0	27
2023.03.02	12:00:00	11830.6	11850.8	11807.2	11849.3	3282	0	27
2023.03.02	13:00:00	11848.9	11876.1	11845.6	11871.3	2468	0	27
2023.03.02	14:00:00	11872.1	11885.9	11841.1	11847.1	2840	0	27
2023.03.02	15:00:00	11847.8	11860.8	11805.7	11810.9	3279	0	27
2023.03.02	16:00:00	11810.2	11879.3	11808.6	11865.0	9286	0	15
2023.03.02	17:00:00	11866.2	11900.7	11840.8	11891.4	12228	0	15
2023.03.02	18:00:00	11891.8	11906.0	11851.4	11874.7	7779	0	15
2023.03.02	19:00:00	11875.0	11902.8	11863.3	11893.7	5528	0	15
2023.03.02	20:00:00	11894.7	11969.3	11881.0	11967.8	7009	0	15
2023.03.02	21:00:00	11967.4	12020.7	11967.4	12001.4	8098	0	15
2023.03.02	22:00:00	12001.0	12064.2	11985.8	12034.4	8162	0	15
2023.03.02	23:00:00	12032.3	12040.4	12014.9	12018.6	713	0	15
2023.03.03	01:00:00	12011.3	12014.1	11998.8	12004.4	352	0	27
2023.03.03	02:00:00	12003.7	12017.6	11990.4	12005.8	593	0	27
2023.03.03	03:00:00	12005.9	12024.8	11984.7	11986.1	1546	0	27
2023.03.03	04:00:00	11986.2	11995.6	11980.1	11985.4	827	0	27
2023.03.03	05:00:00	11984.9	12001.1	11982.3	11994.8	458	0	27
2023.03.03	06:00:00	11995.6	12002.8	11991.2	12000.7	280	0	27
2023.03.03	07:00:00	12000.2	12010.1	12000.2	12005.4	429	0	27
2023.03.03	08:00:00	12004.7	12017.8	12000.4	12014.7	481	0	27
2023.03.03	09:00:00	12013.4	12013.8	11986.4	11990.9	1010	0	27
2023.03.03	10:00:00	11991.1	12043.1	11991.1	12034.2	3740	0	27
2023.03.03	11:00:00	12034.2	12057.2	12031.3	12046.3	1953	0	27
2023.03.03	12:00:00	12047.3	12071.9	12046.9	12061.4	1702	0	27
2023.03.03	13:00:00	12060.4	12084.4	12059.6	12079.7	1271	0	27
2023.03.03	14:00:00	12078.7	12091.1	12046.7	12052.7	1311	0	27
2023.03.03	15:00:00	12053.2	12109.6	12047.7	12106.7	1027	0	27
2023.03.03	16:00:00	12107.4	12167.2	12080.5	12157.8	7982	0	15
2023.03.03	17:00:00	12167.9	12201.0	12099.7	12153.9	12580	0	15
2023.03.03	18:00:00	12154.3	12199.4	12138.8	12190.8	7675	0	15
2023.03.03	19:00:00	12191.7	12235.7	12184.5	12233.2	5060	0	15
2023.03.03	20:00:00	12233.5	12245.5	12221.3	12237.0	3964	0	15
2023.03.03	21:00:00	12237.8	12276.2	12226.9	12272.3	4051	0	15
2023.03.03	22:00:00	12272.7	12289.3	12253.8	12281.0	5946	0	15
2023.03.03	23:00:00	12279.8	12295.8	12274.9	12294.9	532	0	15
2023.03.06	01:00:00	12271.2	12271.2	12244.1	12259.7	1178	0	27
2023.03.06	02:00:00	12259.7	12272.8	12251.4	12265.4	706	0	27
2023.03.06	03:00:00	12264.7	12286.9	12253.9	12279.8	1459	0	27
2023.03.06	04:00:00	12279.1	12345.4	12271.7	12323.2	2006	0	27
2023.03.06	05:00:00	12322.9	12333.2	12320.7	12328.6	907	0	27
2023.03.06	06:00:00	12328.9	12332.3	12306.9	12307.9	664	0	27
2023.03.06	07:00:00	12308.6	12316.9	12304.6	12310.4	490	0	27
2023.03.06	08:00:00	12310.6	12321.6	12303.3	12321.6	558	0	27
2023.03.06	09:00:00	12321.7	12326.6	12295.2	12310.4	1844	0	27
2023.03.06	10:00:00	12310.2	12319.3	12277.2	12307.4	3894	0	27
2023.03.06	11:00:00	12306.9	12311.4	12271.4	12277.1	2880	0	27
2023.03.06	12:00:00	12276.7	12297.8	12271.6	12295.2	1647	0	27
2023.03.06	13:00:00	12295.7	12307.3	12263.4	12268.2	1830	0	27
2023.03.06	14:00:00	12268.4	12296.7	12268.4	12296.7	1541	0	27
2023.03.06	15:00:00	12297.4	12348.9	12291.2	12335.1	1003	0	27
2023.03.06	16:00:00	12334.4	12364.4	12315.8	12350.8	8362	0	15
2023.03.06	17:00:00	12350.5	12441.5	12327.0	12423.0	9768	0	15
2023.03.06	18:00:00	12423.4	12453.8	12407.3	12428.3	6152	0	15
2023.03.06	19:00:00	12428.8	12436.2	12352.5	12365.3	6180	0	15
2023.03.06	20:00:00	12365.0	12374.7	12323.0	12330.2	6719	0	15
2023.03.06	21:00:00	12330.5	12347.8	12307.0	12313.7	6558	0	15
2023.03.06	22:00:00	12314.0	12325.9	12282.4	12292.2	7496	0	15
2023.03.06	23:00:00	12291.2	12294.1	12284.2	12288.4	202	0	15
2023.03.07	01:00:00	12284.7	12301.7	12280.1	12298.2	285	0	27
2023.03.07	02:00:00	12295.6	12304.8	12292.0	12297.8	350	0	27
2023.03.07	03:00:00	12298.5	12327.7	12290.3	12327.7	563	0	27
2023.03.07	04:00:00	12328.4	12338.2	12318.8	12321.3	902	0	27
2023.03.07	05:00:00	12321.1	12334.2	12318.2	12332.0	980	0	27
2023.03.07	06:00:00	12332.8	12340.6	12330.0	12334.7	270	0	27
2023.03.07	07:00:00	12336.0	12336.2	12321.2	12323.5	476	0	27
2023.03.07	08:00:00	12324.3	12327.2	12306.6	12307.6	457	0	27
2023.03.07	09:00:00	12306.8	12317.8	12299.3	12302.6	898	0	27
2023.03.07	10:00:00	12304.0	12332.6	12300.5	12324.7	2312	0	27
2023.03.07	11:00:00	12325.1	12348.0	12316.1	12316.8	1132	0	27
2023.03.07	12:00:00	12317.5	12334.3	12316.8	12329.9	747	0	27
2023.03.07	13:00:00	12330.0	12338.0	12314.6	12318.5	743	0	27
2023.03.07	14:00:00	12317.8	12324.3	12308.7	12314.7	621	0	27
2023.03.07	15:00:00	12315.6	12331.0	12312.1	12312.1	694	0	27
2023.03.07	16:00:00	12313.1	12330.7	12281.2	12301.7	7352	0	15
2023.03.07	17:00:00	12301.1	12301.1	12150.7	12182.7	19848	0	15
2023.03.07	18:00:00	12183.4	12231.2	12176.9	12191.2	12703	0	15
2023.03.07	19:00:00	12191.7	12278.2	12186.7	12227.7	11051	0	15
2023.03.07	20:00:00	12227.4	12231.1	12141.6	12155.9	8458	0	15
2023.03.07	21:00:00	12156.3	12175.5	12118.9	12122.6	6272	0	15
2023.03.07	22:00:00	12122.0	12162.4	12120.1	12145.3	7482	0	15
2023.03.07	23:00:00	12145.6	12161.7	12142.0	12150.4	406	0	15
2023.03.08	01:00:00	12152.3	12160.0	12146.3	12152.2	501	0	27
2023.03.08	02:00:00	12152.8	12156.0	12127.3	12141.2	825	0	27
2023.03.08	03:00:00	12141.9	12159.4	12137.0	12146.2	613	0	27
2023.03.08	04:00:00	12145.5	12152.0	12114.7	12121.9	508	0	27
2023.03.08	05:00:00	12122.7	12132.7	12119.5	12121.4	337	0	27
2023.03.08	06:00:00	12122.3	12144.0	12122.3	12138.0	277	0	27
2023.03.08	07:00:00	12138.8	12148.5	12132.5	12133.0	355	0	27
2023.03.08	08:00:00	12132.3	12143.8	12124.8	12143.2	404	0	27
2023.03.08	09:00:00	12144.0	12146.0	12129.0	12130.4	522	0	27
2023.03.08	10:00:00	12129.4	12166.7	12129.4	12159.7	1645	0	27
2023.03.08	11:00:00	12160.4	12169.8	12136.0	12159.2	871	0	27
2023.03.08	12:00:00	12159.3	12175.1	12148.4	12171.8	590	0	27
2023.03.08	13:00:00	12172.5	12192.0	12165.5	12165.5	570	0	27
2023.03.08	14:00:00	12166.3	12171.7	12127.7	12144.9	769	0	27
2023.03.08	15:00:00	12143.5	12170.9	12121.8	12153.5	3908	0	27
2023.03.08	16:00:00	12152.4	12191.9	12131.6	12154.4	8842	0	15
2023.03.08	17:00:00	12154.9	12200.1	12085.9	12167.1	18339	0	15
2023.03.08	18:00:00	12167.4	12235.6	12145.1	12226.1	9656	0	15
2023.03.08	19:00:00	12226.4	12233.4	12142.6	12177.9	7459	0	15
2023.03.08	20:00:00	12178.6	12185.4	12127.4	12140.9	7914	0	15
2023.03.08	21:00:00	12140.6	12192.4	12136.8	12167.8	6141	0	15
2023.03.08	22:00:00	12168.1	12233.9	12146.9	12219.1	6616	0	15
2023.03.08	23:00:00	12218.3	12225.7	12210.5	12224.8	224	0	15
2023.03.09	01:00:00	12217.9	12221.6	12210.1	12211.6	335	0	27
2023.03.09	02:00:00	12210.6	12212.6	12172.4	12198.8	1127	0	27
2023.03.09	03:00:00	12200.1	12205.3	12170.4	12171.1	825	0	27
2023.03.09	04:00:00	12170.3	12186.8	12168.9	12182.5	345	0	27
2023.03.09	05:00:00	12181.8	12191.8	12175.4	12188.5	349	0	27
2023.03.09	06:00:00	12189.3	12191.0	12182.5	12190.8	219	0	27
2023.03.09	07:00:00	12190.1	12204.8	12188.4	12198.6	274	0	27
2023.03.09	08:00:00	12197.9	12204.4	12194.1	12195.9	229	0	27
2023.03.09	09:00:00	12195.1	12195.1	12173.4	12180.5	546	0	27
2023.03.09	10:00:00	12181.3	12184.9	12150.1	12164.5	1227	0	27
2023.03.09	11:00:00	12163.0	12164.0	12130.9	12133.9	979	0	27
2023.03.09	12:00:00	12133.9	12146.6	12123.1	12144.1	1350	0	27
2023.03.09	13:00:00	12144.8	12163.1	12142.3	12162.3	470	0	27
2023.03.09	14:00:00	12161.6	12164.4	12141.4	12153.0	700	0	27
2023.03.09	15:00:00	12152.0	12244.3	12138.8	12241.4	3434	0	27
2023.03.09	16:00:00	12241.5	12326.0	12217.7	12314.2	9657	0	15
2023.03.09	17:00:00	12313.9	12340.6	12269.4	12288.7	11303	0	15
2023.03.09	18:00:00	12288.4	12302.9	12268.2	12272.5	8517	0	15
2023.03.09	19:00:00	12273.2	12278.1	12204.5	12220.0	8213	0	15
2023.03.09	20:00:00	12220.7	12231.0	12088.5	12102.0	9582	0	15
2023.03.09	21:00:00	12102.5	12110.2	12054.9	12061.0	9236	0	15
2023.03.09	22:00:00	12060.7	12069.5	11964.7	11993.4	13091	0	15
2023.03.09	23:00:00	11993.7	12008.7	11977.2	11995.3	996	0	15
2023.03.10	01:00:00	11983.6	11984.7	11942.4	11972.5	1696	0	27
2023.03.10	02:00:00	11971.4	11978.6	11946.9	11951.1	2500	0	27
2023.03.10	03:00:00	11951.3	11970.8	11929.7	11952.4	2538	0	27
2023.03.10	04:00:00	11952.4	11958.8	11912.9	11946.4	3656	0	27
2023.03.10	05:00:00	11945.9	11953.3	11924.9	11929.0	2105	0	27
2023.03.10	06:00:00	11928.1	11932.6	11914.4	11923.5	2189	0	27
2023.03.10	07:00:00	11923.4	11951.1	11922.9	11937.2	2130	0	27
2023.03.10	08:00:00	11937.5	11941.8	11909.6	11928.1	1730	0	27
2023.03.10	09:00:00	11928.2	11987.6	11924.1	11958.4	4291	0	27
2023.03.10	10:00:00	11958.7	11976.2	11930.2	11960.4	8734	0	27
2023.03.10	11:00:00	11958.9	12009.2	11954.4	11986.4	5334	0	27
2023.03.10	12:00:00	11985.4	12011.0	11977.2	11981.1	3636	0	27
2023.03.10	13:00:00	11979.7	12035.9	11967.4	12011.0	4140	0	27
2023.03.10	14:00:00	12010.4	12017.6	11977.4	11995.2	4288	0	27
2023.03.10	15:00:00	11995.9	12094.6	11921.0	12056.3	14120	0	27
2023.03.10	16:00:00	12056.2	12073.9	11853.4	11896.5	22349	0	15
2023.03.10	17:00:00	11896.1	12005.5	11886.9	12000.2	25174	0	15
2023.03.10	18:00:00	12000.9	12066.5	11952.0	11959.2	17640	0	15
2023.03.10	19:00:00	11960.2	11978.9	11884.6	11889.6	13483	0	15
2023.03.10	20:00:00	11890.3	11909.8	11787.3	11799.6	10683	0	15
2023.03.10	21:00:00	11799.3	11899.1	11796.6	11870.6	16150	0	15
2023.03.10	22:00:00	11870.3	11891.8	11788.9	11830.9	16038	0	15
2023.03.10	23:00:00	11831.4	11885.8	11818.5	11881.0	2936	0	15
2023.03.13	01:00:00	11893.9	12031.2	11839.9	11940.9	7875	0	27
2023.03.13	02:00:00	11940.9	12012.4	11926.4	11980.4	4676	0	27
2023.03.13	03:00:00	11979.9	12010.4	11968.4	11974.4	3567	0	27
2023.03.13	04:00:00	11975.2	11987.7	11939.9	11966.7	3362	0	27
2023.03.13	05:00:00	11965.9	12041.2	11959.2	12038.9	4062	0	27
2023.03.13	06:00:00	12039.7	12064.4	12032.2	12038.9	2138	0	27
2023.03.13	07:00:00	12039.2	12054.7	12027.9	12037.2	1337	0	27
2023.03.13	08:00:00	12037.2	12061.9	12032.0	12055.9	1717	0	27
2023.03.13	09:00:00	12055.4	12084.9	12048.4	12065.9	1880	0	27
2023.03.13	10:00:00	12066.2	12072.2	12010.9	12023.9	2575	0	27
2023.03.13	11:00:00	12023.9	12036.5	11912.4	11918.2	9420	0	27
2023.03.13	12:00:00	11918.7	11943.7	11847.7	11888.2	13374	0	27
2023.03.13	13:00:00	11887.9	11979.2	11859.9	11956.9	6259	0	27
2023.03.13	14:00:00	11956.9	11993.7	11908.7	11925.4	6824	0	27
2023.03.13	15:00:00	11922.2	11945.9	11674.9	11772.2	12510	0	27
2023.03.13	16:00:00	11772.4	11911.8	11695.3	11878.0	19402	0	15
2023.03.13	17:00:00	11877.3	11946.5	11834.0	11936.5	22845	0	15
2023.03.13	18:00:00	11936.8	12051.3	11922.5	12025.1	24708	0	15
2023.03.13	19:00:00	12025.8	12065.9	11949.5	11966.1	23970	0	15
2023.03.13	20:00:00	11965.8	12006.6	11920.9	11996.8	16885	0	15
2023.03.13	21:00:00	11997.0	12075.5	11996.3	12047.6	17676	0	15
2023.03.13	22:00:00	12047.9	12066.2	11926.0	11931.2	18825	0	15
2023.03.13	23:00:00	11929.9	11957.4	11921.1	11949.5	5085	0	15
2023.03.14	01:00:00	11952.4	11968.6	11930.6	11965.4	1584	0	27
2023.03.14	02:00:00	11965.6	11971.8	11938.1	11943.6	2455	0	27
2023.03.14	03:00:00	11943.6	11987.4	11932.3	11964.1	4212	0	27
2023.03.14	04:00:00	11964.1	11990.1	11950.1	11971.1	3671	0	27
2023.03.14	05:00:00	11971.6	12010.6	11969.6	11995.9	3211	0	27
2023.03.14	06:00:00	11995.3	12002.1	11980.1	11988.1	2687	0	27
2023.03.14	07:00:00	11987.8	12000.1	11980.3	11986.9	1880	0	27
2023.03.14	08:00:00	11986.6	11997.4	11952.6	11965.3	2594	0	27
2023.03.14	09:00:00	11965.4	11975.4	11928.1	11970.6	4314	0	27
2023.03.14	10:00:00	11971.9	11995.9	11939.4	11956.8	6145	0	27
2023.03.14	11:00:00	11956.6	12000.4	11950.6	11995.4	11900	0	27
2023.03.14	12:00:00	11995.1	11997.1	11956.3	11964.6	8541	0	27
2023.03.14	13:00:00	11965.1	11983.6	11945.6	11977.1	5765	0	27
2023.03.14	14:00:00	11977.4	12026.6	11971.8	12003.6	6357	0	27
2023.03.14	15:00:00	12003.3	12074.1	11906.1	12059.4	16112	0	27
2023.03.14	16:00:00	12057.6	12163.9	12049.6	12134.4	22130	0	15
2023.03.14	17:00:00	12134.8	12200.7	12120.4	12165.2	16658	0	15
