<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.04.01	15:00:00	18348.8	18348.8	18300.9	18321.6	5638	0	18
2024.04.01	16:00:00	18321.7	18412.8	18285.2	18391.8	22701	0	6
2024.04.01	17:00:00	18385.1	18410.6	18273.8	18288.8	30591	0	6
2024.04.01	18:00:00	18289.8	18295.6	18228.0	18231.6	23032	0	6
2024.04.01	19:00:00	18232.0	18301.0	18221.3	18286.0	16919	0	6
2024.04.01	20:00:00	18286.3	18289.5	18242.5	18281.3	15079	0	6
2024.04.01	21:00:00	18281.5	18299.0	18267.4	18285.5	12743	0	6
2024.04.01	22:00:00	18284.9	18331.4	18273.8	18312.3	19244	0	6
2024.04.01	23:00:00	18312.0	18322.5	18306.3	18314.3	4610	0	8
2024.04.02	01:00:00	18307.2	18309.2	18287.7	18293.1	2092	0	18
2024.04.02	02:00:00	18293.3	18299.2	18274.3	18285.6	1979	0	18
2024.04.02	03:00:00	18285.3	18288.8	18273.9	18281.6	3743	0	18
2024.04.02	04:00:00	18280.7	18292.2	18273.2	18285.3	5225	0	18
2024.04.02	05:00:00	18285.4	18305.3	18281.4	18302.3	3249	0	18
2024.04.02	06:00:00	18302.4	18305.7	18293.1	18295.1	2467	0	18
2024.04.02	07:00:00	18294.9	18297.6	18284.4	18291.5	1995	0	18
2024.04.02	08:00:00	18291.1	18292.2	18271.9	18284.8	3330	0	18
2024.04.02	09:00:00	18284.5	18312.2	18283.6	18295.3	4005	0	18
2024.04.02	10:00:00	18294.3	18315.4	18262.7	18279.7	8493	0	18
2024.04.02	11:00:00	18282.2	18326.1	18281.8	18292.1	7667	0	18
2024.04.02	12:00:00	18291.9	18306.6	18274.2	18274.7	5118	0	18
2024.04.02	13:00:00	18274.8	18276.7	18236.3	18253.1	6179	0	18
2024.04.02	14:00:00	18253.9	18258.6	18214.9	18218.4	6794	0	18
2024.04.02	15:00:00	18219.2	18229.6	18144.1	18152.9	9360	0	18
2024.04.02	16:00:00	18153.7	18154.4	18038.9	18067.9	29178	0	6
2024.04.02	17:00:00	18068.8	18090.9	18017.2	18031.7	32088	0	6
2024.04.02	18:00:00	18031.4	18100.4	18027.7	18048.5	23964	0	6
2024.04.02	19:00:00	18048.8	18106.0	18047.7	18105.4	16670	0	6
2024.04.02	20:00:00	18106.3	18116.0	18085.2	18098.5	15933	0	6
2024.04.02	21:00:00	18098.6	18118.3	18089.3	18099.3	14890	0	6
2024.04.02	22:00:00	18098.8	18165.9	18097.6	18151.8	21465	0	6
2024.04.02	23:00:00	18151.6	18168.7	18149.3	18165.8	3356	0	6
2024.04.03	01:00:00	18157.2	18159.8	18143.9	18146.8	2097	0	18
2024.04.03	02:00:00	18146.7	18152.0	18143.3	18147.4	1531	0	18
2024.04.03	03:00:00	18146.3	18147.7	18119.9	18129.4	3960	0	18
2024.04.03	04:00:00	18129.6	18129.7	18111.1	18112.4	4840	0	18
2024.04.03	05:00:00	18112.9	18125.9	18111.9	18113.7	2877	0	18
2024.04.03	06:00:00	18113.6	18131.6	18113.3	18128.8	1977	0	18
2024.04.03	07:00:00	18129.1	18130.0	18112.7	18117.9	2069	0	18
2024.04.03	08:00:00	18118.1	18120.4	18091.7	18094.4	2939	0	18
2024.04.03	09:00:00	18094.1	18108.0	18082.1	18100.8	3930	0	18
2024.04.03	10:00:00	18100.7	18118.9	18082.8	18091.6	7948	0	18
2024.04.03	11:00:00	18093.2	18123.9	18089.4	18107.7	5749	0	18
2024.04.03	12:00:00	18107.8	18116.6	18084.9	18085.6	4689	0	18
2024.04.03	13:00:00	18085.7	18098.7	18072.4	18088.3	4684	0	18
2024.04.03	14:00:00	18088.2	18129.8	18088.2	18124.1	6549	0	18
2024.04.03	15:00:00	18123.7	18139.2	18069.2	18087.6	10074	0	18
2024.04.03	16:00:00	18087.4	18102.3	18051.9	18088.2	22067	0	6
2024.04.03	17:00:00	18093.8	18252.7	18093.8	18247.7	30484	0	6
2024.04.03	18:00:00	18248.8	18271.2	18218.3	18224.0	20935	0	6
2024.04.03	19:00:00	18223.6	18258.3	18190.5	18231.5	23122	0	6
2024.04.03	20:00:00	18233.2	18251.2	18227.1	18236.2	15026	0	6
2024.04.03	21:00:00	18237.0	18251.5	18211.8	18218.1	14893	0	6
2024.04.03	22:00:00	18217.8	18218.2	18123.2	18190.6	25861	0	6
2024.04.03	23:00:00	18190.7	18219.6	18189.8	18210.5	3960	0	6
2024.04.04	01:00:00	18203.9	18209.5	18198.0	18208.3	1264	0	18
2024.04.04	02:00:00	18208.1	18304.3	18207.5	18265.7	3978	0	18
2024.04.04	03:00:00	18265.5	18267.9	18250.4	18257.0	3221	0	18
2024.04.04	04:00:00	18257.1	18264.4	18251.0	18260.4	1999	0	18
2024.04.04	05:00:00	18260.3	18270.2	18259.3	18265.9	1501	0	18
2024.04.04	06:00:00	18266.6	18273.9	18265.0	18272.6	1484	0	18
2024.04.04	07:00:00	18272.7	18281.0	18270.6	18272.1	1373	0	18
2024.04.04	08:00:00	18272.0	18273.5	18250.9	18251.6	2044	0	18
2024.04.04	09:00:00	18251.3	18251.6	18238.3	18241.8	2797	0	18
2024.04.04	10:00:00	18242.1	18265.9	18230.6	18260.3	5957	0	18
2024.04.04	11:00:00	18260.1	18281.1	18255.5	18264.6	5125	0	18
2024.04.04	12:00:00	18264.5	18278.9	18260.1	18273.8	3595	0	18
2024.04.04	13:00:00	18274.4	18283.0	18259.9	18282.0	3773	0	18
2024.04.04	14:00:00	18282.4	18283.1	18265.4	18273.9	4126	0	18
2024.04.04	15:00:00	18274.9	18360.1	18262.6	18355.6	8510	0	18
2024.04.04	16:00:00	18355.7	18387.5	18326.5	18337.6	23831	0	6
2024.04.04	17:00:00	18338.2	18350.5	18306.3	18319.8	25019	0	6
2024.04.04	18:00:00	18320.2	18355.6	18300.0	18355.4	19024	0	6
2024.04.04	19:00:00	18356.8	18387.5	18352.6	18378.0	16251	0	6
2024.04.04	20:00:00	18377.1	18379.5	18308.8	18319.5	16414	0	6
2024.04.04	21:00:00	18319.1	18319.3	18029.5	18047.3	42732	0	6
2024.04.04	22:00:00	18046.0	18046.0	17891.0	17896.6	43483	0	6
2024.04.04	23:00:00	17896.4	17920.8	17876.5	17893.9	8360	0	6
2024.04.05	01:00:00	17928.8	17939.3	17896.4	17915.7	6073	0	18
2024.04.05	02:00:00	17915.8	17927.8	17905.2	17912.5	4016	0	18
2024.04.05	03:00:00	17912.7	17930.8	17876.2	17917.4	5539	0	18
2024.04.05	04:00:00	17917.7	17919.3	17883.7	17891.8	4897	0	18
2024.04.05	05:00:00	17892.2	17910.4	17886.7	17908.4	3394	0	18
2024.04.05	06:00:00	17908.1	17932.5	17901.5	17931.7	3130	0	18
2024.04.05	07:00:00	17930.4	17940.3	17920.8	17932.9	2303	0	18
2024.04.05	08:00:00	17932.8	17946.5	17918.2	17929.3	3757	0	18
2024.04.05	09:00:00	17929.2	17949.9	17923.4	17944.8	5387	0	18
2024.04.05	10:00:00	17944.7	17960.5	17930.4	17956.2	8680	0	18
2024.04.05	11:00:00	17955.8	17968.4	17941.5	17959.2	6028	0	18
2024.04.05	12:00:00	17959.4	17967.0	17947.6	17959.3	4841	0	18
2024.04.05	13:00:00	17959.9	17963.9	17942.9	17961.2	4063	0	18
2024.04.05	14:00:00	17961.1	17987.5	17954.4	17965.7	5266	0	18
2024.04.05	15:00:00	17965.8	18011.3	17873.9	17965.8	19746	0	18
2024.04.05	16:00:00	17966.3	18049.3	17923.6	18027.0	32852	0	6
2024.04.05	17:00:00	18027.5	18132.0	17996.1	18131.3	33418	0	6
2024.04.05	18:00:00	18131.0	18193.1	18061.7	18183.7	31173	0	6
2024.04.05	19:00:00	18184.0	18233.5	18163.0	18228.0	16314	0	6
2024.04.05	20:00:00	18227.2	18234.7	18107.8	18118.7	21427	0	6
2024.04.05	21:00:00	18118.2	18169.8	18078.7	18106.8	28527	0	6
2024.04.05	22:00:00	18107.2	18159.5	18097.5	18122.0	22257	0	6
2024.04.05	23:00:00	18121.0	18138.0	18110.5	18137.0	3909	0	8
2024.04.08	01:00:00	18193.6	18193.6	18132.8	18138.4	3420	0	18
2024.04.08	02:00:00	18138.0	18153.1	18137.0	18146.4	2343	0	18
2024.04.08	03:00:00	18147.4	18148.4	18111.1	18141.7	4202	0	18
2024.04.08	04:00:00	18141.9	18161.1	18135.4	18150.0	4555	0	18
2024.04.08	05:00:00	18150.4	18154.8	18143.4	18153.5	2632	0	18
2024.04.08	06:00:00	18153.1	18154.0	18098.0	18112.6	3502	0	18
2024.04.08	07:00:00	18112.5	18123.0	18110.9	18116.9	1806	0	18
2024.04.08	08:00:00	18116.6	18133.8	18113.0	18126.1	3057	0	18
2024.04.08	09:00:00	18127.4	18140.4	18106.7	18112.6	4152	0	18
2024.04.08	10:00:00	18112.5	18171.7	18104.0	18150.6	8944	0	18
2024.04.08	11:00:00	18150.7	18160.5	18075.0	18103.0	8972	0	18
2024.04.08	12:00:00	18103.1	18135.5	18093.2	18134.0	6486	0	18
2024.04.08	13:00:00	18133.6	18141.6	18106.5	18140.4	5209	0	18
2024.04.08	14:00:00	18141.0	18152.1	18109.2	18129.4	6293	0	18
2024.04.08	15:00:00	18129.5	18194.5	18112.6	18186.2	7959	0	18
2024.04.08	16:00:00	18185.5	18194.6	18065.2	18128.5	25941	0	6
2024.04.08	17:00:00	18128.1	18202.1	18103.7	18191.2	29329	0	6
2024.04.08	18:00:00	18192.3	18199.6	18105.6	18128.5	23096	0	6
2024.04.08	19:00:00	18128.6	18143.3	18079.7	18142.5	20987	0	6
2024.04.08	20:00:00	18142.3	18144.8	18106.7	18134.5	14909	0	6
2024.04.08	21:00:00	18135.5	18150.7	18112.7	18144.7	14704	0	6
2024.04.08	22:00:00	18145.0	18159.0	18113.8	18124.2	19127	0	6
2024.04.08	23:00:00	18124.1	18142.7	18123.5	18137.1	2874	0	6
2024.04.09	01:00:00	18149.6	18151.6	18138.3	18141.5	1204	0	18
2024.04.09	02:00:00	18140.7	18142.7	18128.5	18128.6	1133	0	18
2024.04.09	03:00:00	18128.7	18133.2	18118.9	18122.0	2697	0	18
2024.04.09	04:00:00	18122.1	18132.6	18113.1	18114.0	4078	0	18
2024.04.09	05:00:00	18113.8	18124.6	18112.3	18122.1	2966	0	18
2024.04.09	06:00:00	18122.2	18130.2	18120.7	18130.0	1927	0	18
2024.04.09	07:00:00	18130.1	18144.1	18128.6	18140.9	1498	0	18
2024.04.09	08:00:00	18141.7	18151.2	18137.7	18139.5	2438	0	18
2024.04.09	09:00:00	18139.3	18151.6	18136.6	18145.2	2975	0	18
2024.04.09	10:00:00	18145.1	18161.3	18093.3	18103.0	6889	0	18
2024.04.09	11:00:00	18102.6	18138.6	18096.8	18131.7	6264	0	18
2024.04.09	12:00:00	18131.1	18161.6	18121.4	18145.0	6293	0	18
2024.04.09	13:00:00	18145.1	18152.2	18080.7	18110.5	7171	0	18
2024.04.09	14:00:00	18110.8	18171.1	18110.8	18168.0	7248	0	18
2024.04.09	15:00:00	18167.6	18198.1	18163.6	18189.1	7805	0	18
2024.04.09	16:00:00	18188.7	18230.8	18162.3	18169.0	25721	0	6
2024.04.09	17:00:00	18169.4	18196.7	17987.5	18043.5	40729	0	6
2024.04.09	18:00:00	18043.8	18108.2	18031.3	18094.7	28312	0	6
2024.04.09	19:00:00	18094.8	18137.1	18089.7	18097.2	20547	0	6
2024.04.09	20:00:00	18098.2	18129.8	18085.4	18088.5	17651	0	6
2024.04.09	21:00:00	18089.7	18117.6	18071.2	18086.0	16877	0	6
2024.04.09	22:00:00	18085.0	18198.6	18049.7	18196.2	24850	0	6
2024.04.09	23:00:00	18195.7	18240.8	18193.7	18216.1	5801	0	8
2024.04.10	01:00:00	18211.3	18215.4	18204.8	18209.1	1602	0	18
2024.04.10	02:00:00	18209.4	18210.7	18201.1	18202.1	1089	0	18
2024.04.10	03:00:00	18202.2	18216.1	18200.6	18212.6	2106	0	18
2024.04.10	04:00:00	18213.0	18218.5	18201.3	18213.9	3786	0	18
2024.04.10	05:00:00	18213.4	18215.9	18205.5	18214.7	2805	0	18
2024.04.10	06:00:00	18214.8	18216.6	18210.0	18212.4	1884	0	18
2024.04.10	07:00:00	18212.5	18219.7	18212.1	18215.3	1061	0	18
2024.04.10	08:00:00	18215.9	18225.0	18204.0	18204.0	2740	0	18
2024.04.10	09:00:00	18204.6	18217.1	18204.4	18206.0	3543	0	18
2024.04.10	10:00:00	18205.9	18235.7	18205.6	18224.4	6241	0	18
2024.04.10	11:00:00	18224.6	18242.5	18214.5	18237.6	4771	0	18
2024.04.10	12:00:00	18237.7	18244.9	18188.9	18189.9	5107	0	18
2024.04.10	13:00:00	18189.7	18210.0	18175.0	18203.7	5549	0	18
2024.04.10	14:00:00	18203.1	18217.2	18200.6	18215.6	5193	0	18
2024.04.10	15:00:00	18215.5	18301.6	17888.0	17940.9	27329	0	18
2024.04.10	16:00:00	17942.5	18041.5	17895.4	18013.0	43347	0	6
2024.04.10	17:00:00	18013.2	18065.5	17970.1	17991.8	41173	0	6
2024.04.10	18:00:00	17992.5	18016.3	17962.5	17984.1	23266	0	6
2024.04.10	19:00:00	17983.8	18041.5	17966.8	18031.6	17114	0	6
2024.04.10	20:00:00	18032.5	18063.6	17954.1	18004.1	33886	0	6
2024.04.10	21:00:00	18004.4	18036.3	17964.7	17967.8	30653	0	6
2024.04.10	22:00:00	17968.1	18064.3	17957.8	18031.3	26767	0	6
2024.04.10	23:00:00	18031.2	18038.0	17990.9	18028.9	5098	0	6
2024.04.11	01:00:00	18015.4	18017.4	17999.8	18011.7	2156	0	18
2024.04.11	02:00:00	18011.8	18012.3	17982.0	17997.9	2809	0	18
2024.04.11	03:00:00	17998.1	18015.2	17990.6	18004.2	3704	0	18
2024.04.11	04:00:00	18002.8	18024.0	17995.0	18017.8	4142	0	18
2024.04.11	05:00:00	18018.2	18034.0	18016.7	18029.5	2813	0	18
2024.04.11	06:00:00	18029.2	18044.5	18024.9	18038.4	2333	0	18
2024.04.11	07:00:00	18038.5	18046.7	18034.8	18043.8	1660	0	18
2024.04.11	08:00:00	18043.9	18051.7	18041.1	18043.5	2585	0	18
2024.04.11	09:00:00	18043.8	18056.2	18030.6	18032.0	4061	0	18
2024.04.11	10:00:00	18031.9	18055.7	18027.6	18040.2	8610	0	18
2024.04.11	11:00:00	18040.6	18049.5	17997.8	17998.0	7470	0	18
2024.04.11	12:00:00	17998.7	18013.3	17984.9	18000.0	7823	0	18
2024.04.11	13:00:00	17998.8	18010.3	17981.8	18005.0	7138	0	18
2024.04.11	14:00:00	18003.7	18011.5	17951.8	17964.9	9353	0	18
2024.04.11	15:00:00	17964.7	18102.4	17929.4	18085.4	23193	0	18
2024.04.11	16:00:00	18085.5	18125.4	18062.5	18100.3	31952	0	6
2024.04.11	17:00:00	18101.5	18104.3	18008.9	18076.4	34001	0	6
2024.04.11	18:00:00	18076.5	18162.0	18075.8	18156.5	24302	0	6
2024.04.11	19:00:00	18156.8	18165.8	18128.8	18149.5	19283	0	6
2024.04.11	20:00:00	18149.0	18284.5	18133.4	18276.5	25103	0	6
2024.04.11	21:00:00	18277.3	18353.0	18273.9	18320.0	21678	0	6
2024.04.11	22:00:00	18320.8	18358.8	18320.0	18323.4	21753	0	6
2024.04.11	23:00:00	18322.5	18335.1	18319.3	18327.0	4739	0	8
2024.04.12	01:00:00	18320.4	18341.4	18318.5	18335.2	1652	0	18
2024.04.12	02:00:00	18335.7	18339.2	18314.2	18330.9	1814	0	18
2024.04.12	03:00:00	18330.7	18339.3	18315.7	18333.2	3145	0	18
2024.04.12	04:00:00	18333.3	18339.8	18323.8	18338.5	4326	0	18
2024.04.12	05:00:00	18338.1	18338.2	18330.6	18334.3	2755	0	18
2024.04.12	06:00:00	18333.5	18340.4	18329.1	18329.5	1784	0	18
2024.04.12	07:00:00	18328.8	18334.1	18325.1	18327.1	1235	0	18
2024.04.12	08:00:00	18326.9	18336.1	18324.7	18329.3	2202	0	18
2024.04.12	09:00:00	18329.5	18348.1	18321.3	18338.2	5115	0	18
2024.04.12	10:00:00	18338.5	18341.6	18307.2	18309.8	8160	0	18
2024.04.12	11:00:00	18310.6	18322.5	18283.8	18284.2	7358	0	18
2024.04.12	12:00:00	18284.3	18286.8	18251.8	18266.1	7272	0	18
2024.04.12	13:00:00	18265.7	18267.1	18201.1	18224.0	8580	0	18
2024.04.12	14:00:00	18224.7	18270.1	18217.1	18253.6	9852	0	18
2024.04.12	15:00:00	18253.7	18269.7	18153.2	18159.3	13157	0	18
2024.04.12	16:00:00	18159.1	18183.7	18116.3	18177.8	28455	0	6
2024.04.12	17:00:00	18177.8	18178.4	18034.3	18039.0	38885	0	6
2024.04.12	18:00:00	18039.3	18131.8	18034.5	18096.8	31398	0	6
2024.04.12	19:00:00	18098.2	18112.0	17991.8	18002.6	31744	0	6
2024.04.12	20:00:00	18003.2	18037.2	17969.0	18005.8	24794	0	6
2024.04.12	21:00:00	18006.3	18032.0	17976.2	17978.0	22729	0	6
2024.04.12	22:00:00	17978.7	18041.7	17964.6	18025.7	29006	0	6
2024.04.12	23:00:00	18026.0	18038.3	18012.7	18017.0	4932	0	8
2024.04.15	01:00:00	18033.1	18086.8	18015.0	18066.0	9061	0	18
2024.04.15	02:00:00	18066.3	18098.9	18064.9	18081.8	4535	0	18
2024.04.15	03:00:00	18081.9	18091.2	18036.9	18067.9	7289	0	18
2024.04.15	04:00:00	18067.8	18072.0	18038.9	18066.1	6554	0	18
2024.04.15	05:00:00	18066.2	18077.4	18064.6	18065.3	3929	0	18
2024.04.15	06:00:00	18065.4	18087.0	18056.3	18074.9	3276	0	18
2024.04.15	07:00:00	18075.0	18095.5	18072.1	18092.8	2704	0	18
2024.04.15	08:00:00	18092.9	18106.6	18087.6	18101.7	4263	0	18
2024.04.15	09:00:00	18101.9	18118.9	18087.9	18104.9	5336	0	18
2024.04.15	10:00:00	18105.0	18131.5	18086.1	18124.3	10948	0	18
2024.04.15	11:00:00	18122.2	18131.5	18109.7	18120.9	8269	0	18
2024.04.15	12:00:00	18120.8	18139.1	18103.5	18114.9	7045	0	18
2024.04.15	13:00:00	18114.5	18131.9	18110.0	18120.8	5404	0	18
2024.04.15	14:00:00	18121.0	18141.7	18108.9	18136.6	7022	0	18
2024.04.15	15:00:00	18134.7	18191.8	18115.3	18175.2	12413	0	18
2024.04.15	16:00:00	18175.3	18194.6	18105.6	18149.0	25058	0	6
2024.04.15	17:00:00	18148.9	18169.8	18016.0	18016.7	38155	0	6
2024.04.15	18:00:00	18016.2	18066.7	18003.5	18055.2	27913	0	6
2024.04.15	19:00:00	18055.5	18079.4	17937.5	17962.5	21463	0	6
2024.04.15	20:00:00	17962.8	17984.3	17730.0	17776.3	33791	0	6
2024.04.15	21:00:00	17775.5	17791.5	17720.8	17739.0	32392	0	6
2024.04.15	22:00:00	17738.5	17757.8	17695.0	17729.5	29773	0	6
2024.04.15	23:00:00	17729.4	17736.0	17697.1	17735.7	4755	0	18
2024.04.16	01:00:00	17738.8	17743.4	17729.4	17735.1	2773	0	18
2024.04.16	02:00:00	17736.1	17736.1	17700.2	17723.7	3765	0	18
2024.04.16	03:00:00	17725.2	17746.6	17720.4	17734.0	5337	0	18
2024.04.16	04:00:00	17734.5	17737.3	17709.9	17725.2	5342	0	18
2024.04.16	05:00:00	17726.5	17729.5	17649.1	17689.0	6798	0	18
2024.04.16	06:00:00	17688.9	17700.3	17672.7	17699.7	4050	0	18
2024.04.16	07:00:00	17699.3	17700.1	17675.7	17696.8	2879	0	18
2024.04.16	08:00:00	17696.9	17727.2	17694.4	17716.9	4692	0	18
2024.04.16	09:00:00	17716.0	17719.8	17682.7	17698.6	6028	0	18
2024.04.16	10:00:00	17699.3	17728.3	17693.4	17727.3	12860	0	18
2024.04.16	11:00:00	17727.4	17736.4	17708.8	17720.4	8475	0	18
2024.04.16	12:00:00	17720.3	17729.5	17676.6	17697.7	8490	0	18
2024.04.16	13:00:00	17697.3	17713.3	17646.2	17711.4	9757	0	18
2024.04.16	14:00:00	17713.1	17770.9	17704.9	17760.8	10127	0	18
2024.04.16	15:00:00	17759.4	17770.4	17718.3	17746.4	12026	0	18
2024.04.16	16:00:00	17746.2	17763.5	17675.5	17750.8	31259	0	6
2024.04.16	17:00:00	17750.3	17783.6	17687.8	17716.3	34771	0	6
2024.04.16	18:00:00	17716.1	17789.3	17704.5	17743.8	23654	0	6
2024.04.16	19:00:00	17744.3	17788.6	17717.0	17771.0	20842	0	6
2024.04.16	20:00:00	17771.5	17787.5	17677.5	17747.0	35021	0	6
2024.04.16	21:00:00	17747.6	17845.2	17704.0	17808.0	37206	0	6
2024.04.16	22:00:00	17808.3	17812.6	17732.1	17734.6	26389	0	6
2024.04.16	23:00:00	17734.4	17753.6	17730.6	17749.7	3790	0	6
2024.04.17	01:00:00	17768.5	17773.8	17754.8	17766.4	2333	0	18
2024.04.17	02:00:00	17765.4	17797.9	17756.9	17793.9	2551	0	18
2024.04.17	03:00:00	17793.8	17793.9	17748.9	17768.7	5283	0	18
2024.04.17	04:00:00	17768.5	17789.8	17762.1	17782.8	5594	0	18
2024.04.17	05:00:00	17782.9	17792.9	17773.7	17788.4	3469	0	18
2024.04.17	06:00:00	17789.0	17795.5	17784.3	17787.3	2421	0	18
2024.04.17	07:00:00	17787.9	17793.6	17781.8	17792.8	1726	0	18
2024.04.17	08:00:00	17792.7	17792.7	17700.4	17715.4	5452	0	18
2024.04.17	09:00:00	17716.1	17720.1	17636.6	17682.3	8907	0	18
2024.04.17	10:00:00	17682.2	17742.9	17678.7	17735.6	12200	0	18
2024.04.17	11:00:00	17735.9	17779.4	17720.6	17770.4	9095	0	18
2024.04.17	12:00:00	17770.0	17787.5	17740.9	17787.5	7487	0	18
2024.04.17	13:00:00	17788.0	17800.5	17773.5	17779.4	6846	0	18
2024.04.17	14:00:00	17779.7	17795.7	17762.5	17767.5	6974	0	18
2024.04.17	15:00:00	17765.7	17797.3	17751.3	17787.5	9908	0	18
2024.04.17	16:00:00	17786.4	17826.2	17732.4	17749.5	26204	0	6
2024.04.17	17:00:00	17750.3	17752.3	17622.0	17663.2	35832	0	6
2024.04.17	18:00:00	17664.0	17711.3	17587.9	17608.9	27877	0	6
2024.04.17	19:00:00	17608.8	17611.3	17478.7	17504.4	27759	0	6
2024.04.17	20:00:00	17504.7	17608.2	17498.7	17602.9	25216	0	6
2024.04.17	21:00:00	17603.4	17658.2	17547.7	17565.0	25340	0	6
2024.04.17	22:00:00	17564.9	17574.8	17509.9	17515.4	30188	0	6
2024.04.17	23:00:00	17515.9	17531.0	17500.4	17526.1	4827	0	8
2024.04.18	01:00:00	17544.0	17546.7	17533.5	17540.9	2519	0	18
2024.04.18	02:00:00	17540.6	17549.3	17534.9	17547.6	2120	0	18
2024.04.18	03:00:00	17548.3	17561.7	17540.8	17557.6	4025	0	18
2024.04.18	04:00:00	17557.4	17566.1	17553.6	17565.6	4742	0	18
2024.04.18	05:00:00	17565.7	17585.3	17563.1	17580.9	3925	0	18
2024.04.18	06:00:00	17581.1	17594.7	17581.1	17590.9	2250	0	18
2024.04.18	07:00:00	17591.7	17597.7	17585.0	17587.2	1876	0	18
2024.04.18	08:00:00	17587.8	17616.7	17573.7	17604.9	4530	0	18
2024.04.18	09:00:00	17605.3	17631.9	17601.8	17625.1	4476	0	18
2024.04.18	10:00:00	17625.2	17626.3	17592.2	17608.2	8464	0	18
2024.04.18	11:00:00	17608.3	17618.1	17570.9	17584.3	7172	0	18
2024.04.18	12:00:00	17584.4	17592.8	17536.8	17571.7	6829	0	18
2024.04.18	13:00:00	17571.6	17582.9	17546.3	17569.8	5986	0	18
2024.04.18	14:00:00	17568.7	17585.7	17556.2	17570.8	6752	0	18
2024.04.18	15:00:00	17571.3	17574.6	17525.3	17542.8	12262	0	18
2024.04.18	16:00:00	17542.9	17557.2	17413.9	17471.9	29387	0	6
2024.04.18	17:00:00	17471.2	17591.7	17443.9	17572.9	32751	0	6
2024.04.18	18:00:00	17573.2	17607.2	17544.9	17554.3	24497	0	6
2024.04.18	19:00:00	17554.7	17573.7	17464.0	17471.7	22407	0	6
2024.04.18	20:00:00	17472.2	17486.2	17398.9	17428.3	24952	0	6
2024.04.18	21:00:00	17428.6	17462.6	17389.1	17401.8	23326	0	6
2024.04.18	22:00:00	17400.8	17459.5	17396.3	17412.1	24494	0	6
2024.04.18	23:00:00	17411.8	17452.4	17373.9	17396.2	10168	0	8
2024.04.19	01:00:00	17403.0	17409.4	17386.9	17389.8	2414	0	18
2024.04.19	02:00:00	17389.1	17389.6	17341.0	17355.8	3887	0	18
2024.04.19	03:00:00	17356.3	17362.8	17287.2	17303.9	10086	0	18
2024.04.19	04:00:00	17303.8	17312.0	17101.5	17142.9	24652	0	18
2024.04.19	05:00:00	17142.1	17153.2	17048.7	17147.4	21236	0	18
2024.04.19	06:00:00	17148.3	17222.5	17124.2	17204.6	13536	0	18
2024.04.19	07:00:00	17204.7	17258.3	17203.4	17234.4	7463	0	18
2024.04.19	08:00:00	17234.2	17253.4	17214.4	17238.7	6713	0	18
2024.04.19	09:00:00	17238.5	17302.4	17217.7	17293.3	10772	0	18
2024.04.19	10:00:00	17293.7	17326.0	17280.4	17299.7	11789	0	18
2024.04.19	11:00:00	17299.7	17314.8	17256.4	17278.9	9238	0	18
2024.04.19	12:00:00	17279.0	17330.8	17276.9	17301.8	7267	0	18
2024.04.19	13:00:00	17301.4	17331.8	17275.3	17311.7	7235	0	18
2024.04.19	14:00:00	17310.5	17373.9	17298.1	17370.4	10598	0	18
2024.04.19	15:00:00	17370.0	17418.9	17348.1	17383.9	11627	0	18
2024.04.19	16:00:00	17383.5	17389.3	17295.7	17321.6	35101	0	6
2024.04.19	17:00:00	17321.3	17339.0	17208.3	17255.8	42374	0	6
2024.04.19	18:00:00	17256.1	17256.1	17159.9	17161.5	28839	0	6
2024.04.19	19:00:00	17161.0	17189.3	17075.0	17155.0	27494	0	6
2024.04.19	20:00:00	17154.8	17211.6	17128.0	17160.5	24777	0	6
2024.04.19	21:00:00	17160.0	17162.8	17003.5	17030.3	33249	0	6
2024.04.19	22:00:00	17030.5	17077.0	16985.3	17053.3	36282	0	6
2024.04.19	23:00:00	17053.0	17058.4	17029.5	17052.5	5593	0	8
2024.04.22	01:00:00	17109.6	17133.5	17067.8	17128.6	5515	0	18
2024.04.22	02:00:00	17127.9	17144.2	17115.3	17141.4	3534	0	18
2024.04.22	03:00:00	17140.4	17142.0	17071.7	17089.7	7095	0	18
2024.04.22	04:00:00	17089.3	17125.3	17084.9	17118.6	8863	0	18
2024.04.22	05:00:00	17119.2	17128.8	17106.4	17111.9	4790	0	18
2024.04.22	06:00:00	17111.0	17122.9	17106.4	17110.6	3389	0	18
2024.04.22	07:00:00	17110.2	17139.2	17107.7	17136.3	2855	0	18
2024.04.22	08:00:00	17135.9	17153.3	17125.3	17153.2	3896	0	18
2024.04.22	09:00:00	17152.9	17176.4	17146.9	17170.8	5678	0	18
2024.04.22	10:00:00	17171.1	17172.6	17119.7	17129.4	8574	0	18
2024.04.22	11:00:00	17127.8	17144.9	17105.2	17132.8	7819	0	18
2024.04.22	12:00:00	17133.6	17170.3	17129.8	17163.8	6159	0	18
2024.04.22	13:00:00	17163.9	17185.0	17143.7	17150.6	5974	0	18
2024.04.22	14:00:00	17152.0	17169.9	17128.2	17149.8	7600	0	18
2024.04.22	15:00:00	17149.7	17174.3	17119.1	17166.9	8968	0	18
2024.04.22	16:00:00	17167.0	17202.2	17135.5	17154.3	26029	0	6
2024.04.22	17:00:00	17154.2	17184.8	17036.4	17056.6	35068	0	6
