年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2014/06,2454,聯發科,9612,5.45,4854285,0.61,3.696,TW0002454006
2014/06,2474,可成,4765,1.49,1327135,0.63,3.9179,TW0002474004
2014/06,2498,宏達電,4970,0.77,685835,0.59,-13.7501,TW0002498003
2014/06,2801,彰銀,20703,0.43,382999,0.27,1.6481,TW0002801008
2014/06,2880,華南金,44773,0.94,837253,0.49,1.9072,TW0002880002
2014/06,2881,富邦金,47889,2.32,2066411,0.47,3.5672,TW0002881000
2014/06,2882,國泰金,49833,2.61,2324713,0.42,4.9626,TW0002882008
2014/06,2883,開發金,93423,1.03,917415,0.62,7.6754,TW0002883006
2014/06,2884,玉山金,38605,0.83,739276,0.6,-3.2828,TW0002884004
2014/06,2885,元大金,63424,1.15,1024299,0.64,7.3875,TW0002885001
2014/06,2886,兆豐金,65951,1.84,1638878,0.53,-0.7985,TW0002886009
2014/06,2887,台新金,49483,0.85,757090,0.62,2.6845,TW0002887007
2014/06,2890,永豐金,49667,0.75,668021,0.61,1.1278,TW0002890001
2014/06,2891,中信金,93993,2.1,1870458,0.64,4.1886,TW0002891009
2014/06,2892,第一金,44999,0.97,863974,0.52,3.2259,TW0002892007
2014/06,2912,統一超,3689,0.99,881788,0.36,-3.629,TW0002912003
2014/06,3008,大立光,662,1.77,1576529,0.49,21.4288,TW0003008009
2014/06,3045,台灣大,11085,1.15,1024299,0.32,-0.9586,TW0003045001
2014/06,3474,台灣美光,16731,1.02,908508,0.26,19.9999,TW0003474003
2014/06,3481,群創,54714,0.86,765997,0.6,18.1433,TW0003481008
2014/06,4904,遠傳,10479,0.8,712556,0.32,-0.1468,TW0004904008
2014/06,4938,和碩,11095,0.71,632393,0.48,-1.7243,TW0004938006
2014/06,5880,合庫金,38545,0.74,659114,0.45,3.9513,TW0005880009
2014/06,6505,台塑化,12479,1.09,970857,0.13,6.1393,TW0006505001
2014/06,9904,寶成,17343,0.7,623486,0.59,8.6102,TW0009904003
2014/06,M1100,水泥工業,,1.76,1567622,,2.5441,
2014/06,M1200,食品工業,,1.74,1549808,,3.6681,
2014/06,M1300,塑膠工業,,8.39,7472927,,4.7048,
2014/06,M1400,紡織纖維,,0.92,819439,,5.0263,
2014/06,M2000,鋼鐵工業,,2.26,2012970,,1.7395,
2014/06,M2100,橡膠工業,,1.04,926322,,-4.7023,
2014/06,M2200,汽車工業,,1.22,1086647,,6.1262,
2014/06,M2900,貿易百貨,,0.99,881788,,-0.9969,
2014/06,M9700,油電燃氣業,,1.09,970857,,5.9627,
2014/06,M9900,其他,,0.7,623486,,-0.0283,
2014/06,TT99,基金總規模,,,89069452,,,
2014/05,1303,南亞,27703,3,1867188,0.35,1.9667,TW0001303006
2014/05,2308,台達電,9863,3.09,1923204,0.41,5.4053,TW0002308004
2014/05,2317,鴻海,55032,8.17,5084977,0.42,6.6974,TW0002317005
2014/05,2330,台積電,116198,22.31,13885658,0.45,0.8439,TW0002330008
2014/05,2454,聯發科,7093,5.55,3454299,0.45,3.178,TW0002454006
2014/05,M1300,塑膠工業,,3,1867188,,-0.0351,
2014/05,TT99,基金總規模,,,62239617,,,
2014/04,1301,台塑,25189,3.08,1959701,0.4,2.0997,TW0001301000
2014/04,1303,南亞,29359,3.05,1940613,0.37,2.4805,TW0001303006
2014/04,2317,鴻海,58190,7.92,5039232,0.44,0.3474,TW0002317005
2014/04,2330,台積電,123173,22.94,14595956,0.48,0.0001,TW0002330008
2014/04,2454,聯發科,7495,5.56,3537642,0.48,5.0055,TW0002454006
2014/04,M1300,塑膠工業,,6.13,3900314,,0.3791,
2014/04,TT99,基金總規模,,,63626661,,,
2014/03,1101,台泥,19626,1.23,922445,0.53,-2.6915,TW0001101004
2014/03,1102,亞泥,13815,0.7,524969,0.42,-0.7832,TW0001102002
2014/03,1216,統一,26744,1.89,1417416,0.52,4.743,TW0001216000
2014/03,1301,台塑,29919,3.04,2279865,0.47,-1.0389,TW0001301000
2014/03,1303,南亞,34882,3,2249867,0.44,-0.6165,TW0001303006
2014/03,1326,台化,26901,2.64,1979883,0.46,-4.5394,TW0001326007
2014/03,1402,遠東新,23646,1.02,764955,0.46,1.5697,TW0001402006
2014/03,2002,中鋼,74557,2.55,1912387,0.48,-0.1947,TW0002002003
2014/03,2105,正新,11305,1.31,982442,0.35,10.1392,TW0002105004
2014/03,2201,裕隆,5218,0.35,262484,0.33,-2.7079,TW0002201001
2014/03,2207,和泰車,2507,1.23,922445,0.46,-1.0752,TW0002207008
2014/03,2227,裕日車,155,0.08,59996,0.05,1.1795,TW0002227006
2014/03,2301,光寶科,12885,0.78,584965,0.55,1.9078,TW0002301009
2014/03,2303,聯電,74704,1.28,959943,0.59,4.4715,TW0002303005
2014/03,2308,台達電,12406,3.11,2332362,0.51,11.5726,TW0002308004
2014/03,2311,日月光,37054,1.67,1252426,0.47,12.6668,TW0002311008
2014/03,2317,鴻海,69260,7.97,5977146,0.53,2.738,TW0002317005
2014/03,2324,仁寶,25346,0.73,547468,0.57,5.3659,TW0002324001
2014/03,2325,矽品,18147,0.98,734957,0.58,6.0209,TW0002325008
2014/03,2330,台積電,146257,23.11,17331474,0.56,9.7222,TW0002330008
2014/03,2354,鴻準,6163,0.59,442474,0.47,5.4332,TW0002354008
2014/03,2357,華碩,4378,1.76,1319922,0.59,3.4307,TW0002357001
2014/03,2382,廣達,16188,1.77,1327421,0.42,10.067,TW0002382009
2014/03,2409,友達,53020,0.76,569966,0.55,4.3687,TW0002409000
2014/03,2412,中華電,23211,2.9,2174871,0.3,1.8479,TW0002412004
2014/03,2454,聯發科,8926,5.35,4012263,0.57,1.0112,TW0002454006
2014/03,2474,可成,4422,1.3,974942,0.59,0.2271,TW0002474004
2014/03,2498,宏達電,4608,0.94,704958,0.55,12.4998,TW0002498003
2014/03,2801,彰銀,19112,0.46,344980,0.25,1.4045,TW0002801008
2014/03,2880,華南金,41737,0.96,719957,0.46,-0.8621,TW0002880002
2014/03,2881,富邦金,44489,2.45,1837391,0.44,-2.4793,TW0002881000
2014/03,2882,國泰金,46281,2.74,2054878,0.39,-0.6713,TW0002882008
2014/03,2883,開發金,86103,1,749956,0.57,-1.0229,TW0002883006
2014/03,2884,玉山金,30652,0.75,562467,0.53,-3.6747,TW0002884004
2014/03,2885,元大金,58628,1.2,899947,0.59,-3.4591,TW0002885001
2014/03,2886,兆豐金,51798,1.63,1222428,0.42,-2.4794,TW0002886009
2014/03,2887,台新金,45649,0.84,629963,0.57,-3.158,TW0002887007
2014/03,2890,永豐金,46072,0.9,674960,0.56,0.6872,TW0002890001
2014/03,2891,中信金,79523,2.02,1514910,0.54,-2.5575,TW0002891009
2014/03,2892,第一金,41848,1.01,757455,0.48,0.2769,TW0002892007
2014/03,2912,統一超,3418,0.98,734957,0.33,14.3615,TW0002912003
2014/03,3008,大立光,615,1.18,884948,0.46,7.063,TW0003008009
2014/03,3045,台灣大,10220,1.3,974942,0.3,4.7202,TW0003045001
2014/03,3474,台灣美光,14150,0.45,337480,0.23,-7.0176,TW0003474003
2014/03,3481,群創,50954,0.71,532468,0.56,-3.2408,TW0003481008
2014/03,4904,遠傳,9767,0.84,629963,0.3,5.0489,TW0004904008
2014/03,4938,和碩,10418,0.63,472472,0.45,11.4252,TW0004938006
2014/03,5880,合庫金,35887,0.78,584965,0.42,-0.6097,TW0005880009
2014/03,6505,台塑化,11612,1.2,899947,0.12,-0.3857,TW0006505001
2014/03,9904,寶成,7334,0.42,314981,0.25,6.1804,TW0009904003
2014/03,M1100,水泥工業,,1.93,1447414,,-1.3487,
2014/03,M1200,食品工業,,1.89,1417416,,3.7624,
2014/03,M1300,塑膠工業,,8.68,6509615,,-1.822,
2014/03,M1400,紡織纖維,,1.02,764955,,0.6341,
2014/03,M2000,鋼鐵工業,,2.55,1912387,,1.1103,
2014/03,M2100,橡膠工業,,1.31,982442,,6.3429,
2014/03,M2200,汽車工業,,1.66,1244926,,-2.501,
2014/03,M2900,貿易百貨,,0.98,734957,,6.7488,
2014/03,M9700,油電燃氣業,,1.2,899947,,-0.3518,
2014/03,M9900,其他,,0.42,314981,,4.7679,
2014/03,TT99,基金總規模,,,74995562,,,
2014/02,1301,台塑,32454,3.19,2498975,0.51,-1.282,TW0001301000
2014/02,1303,南亞,37781,3.13,2451972,0.48,-1.8152,TW0001303006
2014/02,2317,鴻海,74980,8.04,6298356,0.57,-1.0599,TW0002317005
2014/02,2330,台積電,158561,21.86,17124635,0.61,2.8572,TW0002330008
2014/02,2454,聯發科,9665,5.49,4300743,0.62,11.1111,TW0002454006
2014/02,M1300,塑膠工業,,6.32,4950947,,-1.8978,
2014/02,TT99,基金總規模,,,78337762,,,
2014/01,1301,台塑,32427,3.28,2529297,0.51,-3.1056,TW0001301000
2014/01,1303,南亞,37798,3.24,2498452,0.48,-4.0638,TW0001303006
2014/01,2317,鴻海,74933,8.25,6361800,0.57,5.9925,TW0002317005
2014/01,2330,台積電,158265,21.55,16617792,0.61,-0.4739,TW0002330008
2014/01,2454,聯發科,9646,5.01,3863347,0.72,-9.6955,TW0002454006
2014/01,M1300,塑膠工業,,6.52,5027750,,-3.8965,
2014/01,TT99,基金總規模,,,77112723,,,
2013/12,1101,台泥,22315,1.26,1032084,0.6,-1.2806,TW0001101004
2013/12,1102,亞泥,15703,0.74,606144,0.48,-1.7812,TW0001102002
2013/12,1216,統一,30355,1.99,1630037,0.59,1.7046,TW0001216000
2013/12,1301,台塑,33884,3.33,2727650,0.53,3.4704,TW0001301000
2013/12,1303,南亞,39470,3.32,2719459,0.5,6.3272,TW0001303006
2013/12,1326,台化,30424,3.12,2555636,0.52,0.7194,TW0001326007
2013/12,1402,遠東新,26669,1.12,917408,0.52,0.7322,TW0001402006
2013/12,2002,中鋼,84338,2.78,2277137,0.55,6.0904,TW0002002003
2013/12,2105,正新,12812,1.22,999319,0.4,0.5156,TW0002105004
2013/12,2201,裕隆,5916,0.39,319454,0.38,10.8831,TW0002201001
2013/12,2207,和泰車,2827,1.27,1040275,0.52,6.9765,TW0002207008
2013/12,2227,裕日車,175,0.09,73720,0.06,5.764,TW0002227006
2013/12,2301,光寶科,14566,0.85,696247,0.63,-0.5205,TW0002301009
2013/12,2303,聯電,84233,1.27,1040275,0.66,0.4065,TW0002303005
2013/12,2308,台達電,14069,2.92,2391813,0.58,7.5948,TW0002308004
2013/12,2311,日月光,41695,1.41,1154951,0.54,-5.7823,TW0002311008
2013/12,2317,鴻海,78332,7.66,6274414,0.6,2.6922,TW0002317005
2013/12,2324,仁寶,28678,0.8,655291,0.65,2.2371,TW0002324001
2013/12,2325,矽品,20478,0.89,729012,0.66,1.7145,TW0002325008
2013/12,2330,台積電,165997,21.38,17512659,0.64,0.4761,TW0002330008
2013/12,2354,鴻準,6944,0.59,483277,0.53,-0.8546,TW0002354008
2013/12,2357,華碩,4951,1.62,1326965,0.67,2.8792,TW0002357001
2013/12,2382,廣達,18268,1.55,1269627,0.47,5.4628,TW0002382009
2013/12,2409,友達,60229,0.7,573380,0.63,3.1419,TW0002409000
2013/12,2412,中華電,26307,2.99,2449151,0.34,0.3232,TW0002412004
2013/12,2454,聯發科,8681,4.7,3849836,0.64,1.7205,TW0002454006
2013/12,2474,可成,4995,1.18,966555,0.67,7.5,TW0002474004
2013/12,2498,宏達電,5170,0.89,729012,0.61,-6.6225,TW0002498003
2013/12,2801,彰銀,21426,0.48,393175,0.28,1.1021,TW0002801008
2013/12,2880,華南金,47076,1,819114,0.52,1.1627,TW0002880002
2013/12,2881,富邦金,50349,2.68,2195226,0.49,3.0736,TW0002881000
2013/12,2882,國泰金,52287,3.08,2522871,0.44,3.7635,TW0002882008
2013/12,2883,開發金,97384,1.07,876452,0.65,4.2873,TW0002883006
2013/12,2884,玉山金,34750,0.84,688056,0.63,-0.252,TW0002884004
2013/12,2885,元大金,66726,1.45,1187715,0.67,10.9034,TW0002885001
2013/12,2886,兆豐金,58741,1.8,1474405,0.47,1.006,TW0002886009
2013/12,2887,台新金,49203,0.88,720820,0.65,0.3428,TW0002887007
2013/12,2890,永豐金,52401,0.95,778158,0.64,1.7122,TW0002890001
2013/12,2891,中信金,89760,2.23,1826624,0.61,5.1679,TW0002891009
2013/12,2892,第一金,47248,1.07,876452,0.55,3.3426,TW0002892007
2013/12,2912,統一超,3887,0.98,802732,0.37,-1.6668,TW0002912003
2013/12,3008,大立光,694,1.03,843687,0.52,15.1658,TW0003008009
2013/12,3045,台灣大,11568,1.36,1113995,0.34,-0.6192,TW0003045001
2013/12,3481,群創,57735,0.8,655291,0.63,1.3395,TW0003481008
2013/12,3697,F-晨星,1912,0.81,663482,0.36,4.6755,KYG6320A1004
2013/12,4904,遠傳,11005,0.88,720820,0.34,3.3122,TW0004904008
2013/12,4938,和碩,11732,0.55,450513,0.51,4.3477,TW0004938006
2013/12,5880,合庫金,40704,0.81,663482,0.47,-0.3057,TW0005880009
2013/12,6505,台塑化,13118,1.31,1073039,0.14,1.3629,TW0006505001
2013/12,9904,寶成,8274,0.45,368601,0.28,15.7145,TW0009904003
2013/12,M1100,水泥工業,,2,1638228,,-1.2037,
2013/12,M1200,食品工業,,1.99,1630037,,1.8094,
2013/12,M1300,塑膠工業,,9.77,8002744,,3.2132,
2013/12,M1400,紡織纖維,,1.12,917408,,-2.6154,
2013/12,M2000,鋼鐵工業,,2.78,2277137,,5.1091,
2013/12,M2100,橡膠工業,,1.22,999319,,0.6014,
2013/12,M2200,汽車工業,,1.75,1433450,,6.3422,
2013/12,M2900,貿易百貨,,0.98,802732,,-0.8684,
2013/12,M9700,油電燃氣業,,1.31,1073039,,1.3428,
2013/12,M9900,其他,,0.45,368601,,1.7992,
2013/12,TT99,基金總規模,,,81911407,,,
2013/11,1301,台塑,36015,3.29,2801931,0.57,-2.5065,TW0001301000
2013/11,1303,南亞,41925,3.19,2716766,0.53,-3.2838,TW0001303006
2013/11,2317,鴻海,83200,7.62,6489580,0.63,4.6982,TW0002317005
2013/11,2330,台積電,175846,21.68,18463791,0.68,-4.1097,TW0002330008
2013/11,2454,聯發科,9220,4.72,4019792,0.68,8.4578,TW0002454006
2013/11,M1300,塑膠工業,,6.48,5518698,,-2.4525,
2013/11,TT99,基金總規模,,,85165086,,,
2013/10,1301,台塑,33269,3.35,2654857,0.52,4.587,TW0001301000
2013/10,1303,南亞,38797,3.28,2599382,0.49,7.7171,TW0001303006
2013/10,2317,鴻海,76909,7.23,5729736,0.59,-1.8448,TW0002317005
2013/10,2330,台積電,162262,22.42,17767729,0.63,8.955,TW0002330008
2013/10,2454,聯發科,8516,4.32,3423577,0.63,9.9863,TW0002454006
2013/10,M1300,塑膠工業,,6.63,5254239,,6.3524,
2013/10,TT99,基金總規模,,,79249458,,,
2013/09,1101,台泥,23946,1.2,1024897,0.65,8.3543,TW0001101004
2013/09,1102,亞泥,16899,0.74,632020,0.51,0.0002,TW0001102002
2013/09,1216,統一,32706,2.11,1802111,0.64,1.1009,TW0001216000
2013/09,1301,台塑,36603,3.27,2792845,0.58,2.2788,TW0001301000
2013/09,1303,南亞,42704,3.11,2656192,0.54,6.1433,TW0001303006
2013/09,1326,台化,32816,3.02,2579325,0.56,1.1582,TW0001326007
2013/09,1402,遠東新,28819,1.1,939489,0.56,1.3997,TW0001402006
2013/09,1722,台肥,5514,0.45,384336,0.56,1.4557,TW0001722007
2013/09,2002,中鋼,91168,2.77,2365805,0.59,2.5694,TW0002002003
2013/09,2105,正新,13793,1.25,1067601,0.43,0.5193,TW0002105004
2013/09,2201,裕隆,6384,0.37,316010,0.41,0.4056,TW0002201001
2013/09,2207,和泰車,3050,1.15,982193,0.56,8.7839,TW0002207008
2013/09,2301,光寶科,15760,0.93,794295,0.68,-0.5918,TW0002301009
2013/09,2303,聯電,91147,1.35,1153009,0.72,2.8456,TW0002303005
2013/09,2308,台達電,15177,2.55,2177907,0.62,5.904,TW0002308004
2013/09,2311,日月光,45251,1.51,1289662,0.58,7.7504,TW0002311008
2013/09,2317,鴻海,84620,7.52,6422690,0.65,4.6412,TW0002317005
2013/09,2324,仁寶,31237,0.79,674724,0.71,7.1961,TW0002324001
2013/09,2325,矽品,22001,0.89,760132,0.71,2.8272,TW0002325008
2013/09,2330,台積電,179060,21.07,17995489,0.69,-0.0002,TW0002330008
2013/09,2354,鴻準,7562,0.68,580775,0.58,0.6555,TW0002354008
2013/09,2357,華碩,5331,1.47,1255499,0.71,-1.2578,TW0002357001
2013/09,2382,廣達,19720,1.48,1264040,0.51,1.5847,TW0002382009
2013/09,2409,友達,64633,0.84,717428,0.67,-5.9322,TW0002409000
2013/09,2412,中華電,28409,3.15,2690355,0.37,0.1056,TW0002412004
2013/09,2454,聯發科,9370,4.01,3424865,0.69,-0.4086,TW0002454006
2013/09,2474,可成,5403,0.99,845540,0.72,9.8244,TW0002474004
2013/09,2498,宏達電,5629,0.87,743051,0.66,-15.655,TW0002498003
2013/09,2801,彰銀,23271,0.47,401418,0.3,6.4812,TW0002801008
2013/09,2880,華南金,50537,1,854081,0.56,3.6809,TW0002880002
2013/09,2881,富邦金,54294,2.6,2220611,0.53,-0.2439,TW0002881000
2013/09,2882,國泰金,52949,2.61,2229152,0.47,-0.7075,TW0002882008
2013/09,2883,開發金,105504,1.05,896785,0.7,3.5322,TW0002883006
2013/09,2884,玉山金,37464,0.84,717428,0.68,1.0554,TW0002884004
2013/09,2885,元大金,71596,1.27,1084683,0.72,1.0001,TW0002885001
2013/09,2886,兆豐金,58817,1.67,1426315,0.51,6.1268,TW0002886009
2013/09,2887,台新金,53185,0.85,725969,0.71,5.814,TW0002887007
2013/09,2890,永豐金,56520,0.9,768673,0.69,1.8727,TW0002890001
2013/09,2891,中信金,96914,2.19,1870438,0.66,2.3872,TW0002891009
2013/09,2892,第一金,51148,1.06,905326,0.59,2.3121,TW0002892007
2013/09,2912,統一超,4200,1.05,896785,0.4,2.153,TW0002912003
2013/09,3008,大立光,755,0.88,751591,0.56,-4.7848,TW0003008009
2013/09,3045,台灣大,12527,1.54,1315285,0.37,-2.7779,TW0003045001
2013/09,3481,群創,54132,0.9,768673,0.6,-5.3335,TW0003481008
2013/09,3673,TPK-KY,1845,0.58,495367,0.56,-15.5662,KYG898431096
2013/09,3697,F-晨星,2065,0.66,563694,0.39,0,KYG6320A1004
2013/09,4904,遠傳,11936,1.03,879704,0.37,-2.6418,TW0004904008
2013/09,4938,和碩,12750,0.63,538071,0.55,-8.8554,TW0004938006
2013/09,5880,合庫金,43624,0.83,708887,0.51,1.5625,TW0005880009
2013/09,6505,台塑化,14180,1.29,1101765,0.15,2.2371,TW0006505001
2013/09,M1100,水泥工業,,1.94,1656917,,5.4517,
2013/09,M1200,食品工業,,2.11,1802111,,1.1783,
2013/09,M1300,塑膠工業,,9.4,8028362,,3.5046,
2013/09,M1400,紡織纖維,,1.1,939489,,2.7442,
2013/09,M2000,鋼鐵工業,,2.77,2365805,,2.075,
2013/09,M2100,橡膠工業,,1.25,1067601,,1.4084,
2013/09,M2200,汽車工業,,1.52,1298203,,6.5261,
2013/09,M2900,貿易百貨,,1.05,896785,,1.9751,
2013/09,M9700,油電燃氣業,,1.29,1101765,,2.1325,
2013/09,TT99,基金總規模,,,85408109,,,
2013/08,1301,台塑,37604,3.27,2805277,0.59,-1.0611,TW0001301000
2013/08,2317,鴻海,79027,7.48,6416963,0.67,4.3702,TW0002317005
2013/08,2330,台積電,183783,21.53,18470216,0.71,-1.9513,TW0002330008
2013/08,2412,中華電,29201,3.22,2762383,0.38,-1.3554,TW0002412004
2013/08,2454,聯發科,9631,4.12,3534477,0.71,1.9445,TW0002454006
2013/08,M1300,塑膠工業,,3.27,2805277,,-1.5361,
2013/08,TT99,基金總規模,,,85788277,,,
2013/07,1301,台塑,36497,3.29,2751854,0.57,9.8242,TW0001301000
2013/07,2317,鴻海,76547,7.12,5955379,0.65,5.1351,TW0002317005
2013/07,2330,台積電,177813,21.79,18225802,0.69,-5.0688,TW0002330008
2013/07,2412,中華電,28259,3.24,2710032,0.36,-0.7078,TW0002412004
2013/07,2454,聯發科,9340,4.02,3362447,0.69,5.9597,TW0002454006
2013/07,M1300,塑膠工業,,3.29,2751854,,4.3343,
2013/07,TT99,基金總規模,,,83642967,,,
2013/06,1101,台泥,23189,1.06,855656,0.63,-6.4639,TW0001101004
2013/06,1102,亞泥,16188,0.74,597345,0.5,-0.4048,TW0001102002
2013/06,1216,統一,29856,2.16,1743600,0.61,-1.3514,TW0001216000
2013/06,1301,台塑,34070,3.06,2470100,0.56,4.3167,TW0001301000
2013/06,1303,南亞,40872,3.2,2583111,0.52,3.2679,TW0001303006
2013/06,1326,台化,30861,2.81,2268295,0.54,4.1077,TW0001326007
2013/06,1402,遠東新,27406,1.1,887945,0.54,1.4083,TW0001402006
2013/06,1722,台肥,5352,0.48,387467,0.55,-7.2984,TW0001722007
2013/06,2002,中鋼,87463,2.66,2147211,0.57,-3.5364,TW0002002003
2013/06,2105,正新,11605,1.36,1097822,0.41,5.4626,TW0002105004
2013/06,2201,裕隆,6222,0.37,298672,0.4,-4.0001,TW0002201001
2013/06,2207,和泰車,2974,1.19,960595,0.55,-7.0504,TW0002207008
2013/06,2301,光寶科,15193,0.99,799150,0.66,9.9266,TW0002301009
2013/06,2303,聯電,88516,1.59,1283484,0.7,9.8486,TW0002303005
2013/06,2308,台達電,14666,2.48,2001911,0.6,-5.2082,TW0002308004
2013/06,2311,日月光,43651,1.36,1097822,0.57,-2.5196,TW0002311008
2013/06,2317,鴻海,74504,6.83,5513329,0.63,-3.5201,TW0002317005
2013/06,2324,仁寶,30181,0.63,508550,0.68,-8.672,TW0002324001
2013/06,2325,矽品,21412,1,807222,0.69,7.5607,TW0002325008
2013/06,2330,台積電,173371,23.84,19244180,0.67,1.3697,TW0002330008
2013/06,2353,宏碁,19148,0.51,411683,0.68,-11.1569,TW0002353000
2013/06,2354,鴻準,6986,0.63,508550,0.57,-10.1234,TW0002354008
2013/06,2357,華碩,5162,1.65,1331917,0.69,-21.9366,TW0002357001
2013/06,2382,廣達,13909,1.12,904089,0.36,0.3085,TW0002382009
2013/06,2409,友達,62949,0.85,686139,0.65,-21.0145,TW0002409000
2013/06,2412,中華電,27541,3.48,2809134,0.36,6.8061,TW0002412004
2013/06,2454,聯發科,9080,3.92,3164312,0.67,-6.3173,TW0002454006
2013/06,2474,可成,5019,0.97,783006,0.67,-7.6924,TW0002474004
2013/06,2498,宏達電,5438,1.61,1299628,0.64,-13.5625,TW0002498003
2013/06,2801,彰銀,20973,0.43,347106,0.29,-2.6472,TW0002801008
2013/06,2880,華南金,46607,0.97,783006,0.54,-4.2735,TW0002880002
2013/06,2881,富邦金,49006,2.48,2001911,0.51,2.8968,TW0002881000
2013/06,2882,國泰金,49933,2.53,2042273,0.46,4.8719,TW0002882008
2013/06,2883,開發金,102581,1.07,863728,0.68,-5.18,TW0002883006
2013/06,2884,玉山金,33083,0.75,605417,0.66,-1.0813,TW0002884004
2013/06,2885,元大金,69338,1.34,1081678,0.7,-6.0242,TW0002885001
2013/06,2886,兆豐金,56772,1.6,1291556,0.5,-5.6018,TW0002886009
2013/06,2890,永豐金,50416,0.89,718428,0.66,-3.3897,TW0002890001
2013/06,2891,中信金,87902,2.02,1630589,0.64,-3.1331,TW0002891009
2013/06,2892,第一金,46387,1.02,823367,0.57,-2.2039,TW0002892007
2013/06,2912,統一超,4067,0.99,799150,0.39,6.2163,TW0002912003
2013/06,3008,大立光,732,0.87,702283,0.55,-1.3361,TW0003008009
2013/06,3045,台灣大,12125,1.78,1436856,0.35,8.2193,TW0003045001
2013/06,3481,群創,52915,0.98,791078,0.58,-25.9902,TW0003481008
2013/06,3673,TPK-KY,1799,1.07,863728,0.55,-19.5981,KYG898431096
2013/06,3697,F-晨星,2018,0.54,435900,0.38,-13.9442,KYG6320A1004
2013/06,4904,遠傳,11532,1.15,928306,0.35,12.5875,TW0004904008
2013/06,4938,和碩,11415,0.7,565056,0.5,-8.8396,TW0004938006
2013/06,5880,合庫金,39875,0.82,661922,0.49,-4.3227,TW0005880009
2013/06,6505,台塑化,13718,1.3,1049389,0.14,-2.0488,TW0006505001
2013/06,M1100,水泥工業,,1.8,1453000,,-3.4799,
2013/06,M1200,食品工業,,2.16,1743600,,-1.6507,
2013/06,M1300,塑膠工業,,9.07,7321507,,3.1136,
2013/06,M1400,紡織纖維,,1.1,887945,,0.0386,
2013/06,M2000,鋼鐵工業,,2.66,2147211,,-4.2078,
2013/06,M2100,橡膠工業,,1.36,1097822,,2.7762,
2013/06,M2200,汽車工業,,1.56,1259267,,-5.2252,
2013/06,M2900,貿易百貨,,0.99,799150,,1.7327,
2013/06,M9700,油電燃氣業,,1.3,1049389,,-2.0148,
2013/06,TT99,基金總規模,,,80722233,,,
2013/05,1303,南亞,39841,3.05,2438277,0.51,4.0815,TW0001303006
2013/05,2317,鴻海,72543,6.96,5564069,0.61,0.6562,TW0002317005
2013/05,2330,台積電,168575,23.09,18458959,0.65,0.0002,TW0002330008
2013/05,2412,中華電,26787,3.2,2558193,0.35,1.8123,TW0002412004
2013/05,2454,聯發科,8854,4.12,3293673,0.66,3.3333,TW0002454006
2013/05,M1300,塑膠工業,,3.05,2438277,,1.7696,
2013/05,TT99,基金總規模,,,79943520,,,
2013/04,1301,台塑,35133,3.01,2515491,0.57,-0.4172,TW0001301000
2013/04,2317,鴻海,76771,7,5849979,0.65,-8.5234,TW0002317005
2013/04,2330,台積電,179125,23.47,19614144,0.69,8.9554,TW0002330008
2013/04,2412,中華電,28332,3.18,2657562,0.37,1.0775,TW0002412004
2013/04,2454,聯發科,9355,4.03,3367917,0.69,5.2633,TW0002454006
2013/04,M1300,塑膠工業,,3.01,2515491,,2.8994,
2013/04,TT99,基金總規模,,,83571130,,,
2013/03,1101,台泥,24298,1.1,911165,0.66,-1.4454,TW0001101004
2013/03,1102,亞泥,16817,0.74,612966,0.52,-1.4866,TW0001102002
2013/03,1216,統一,31319,2.14,1772630,0.64,1.982,TW0001216000
2013/03,1301,台塑,35714,3.1,2567829,0.58,-4.1332,TW0001301000
2013/03,1303,南亞,42962,2.78,2302763,0.55,-5.7996,TW0001303006
2013/03,1326,台化,32387,2.69,2228213,0.57,-8.9947,TW0001326007
2013/03,1402,遠東新,28823,1.07,886315,0.57,-6.5349,TW0001402006
2013/03,1722,台肥,5545,0.48,397599,0.57,-0.2781,TW0001722007
2013/03,2002,中鋼,91578,2.88,2385596,0.6,-4.2278,TW0002002003
2013/03,2105,正新,12237,1.3,1076832,0.43,9.181,TW0002105004
2013/03,2201,裕隆,7135,0.46,381033,0.45,0.5648,TW0002201001
2013/03,2207,和泰車,3121,0.94,778632,0.57,10.3982,TW0002207008
2013/03,2301,光寶科,15982,0.93,770349,0.69,5.355,TW0002301009
2013/03,2303,聯電,92448,1.25,1035415,0.71,0.9009,TW0002303005
2013/03,2308,台達電,15397,2.37,1963147,0.64,15.3846,TW0002308004
2013/03,2311,日月光,45981,1.36,1126531,0.6,-0.4065,TW0002311008
2013/03,2317,鴻海,78160,7.86,6510689,0.66,1.9585,TW0002317005
2013/03,2324,仁寶,31649,0.81,670949,0.72,2.169,TW0002324001
2013/03,2325,矽品,22414,0.92,762065,0.72,6.7505,TW0002325008
2013/03,2330,台積電,181656,22.04,18256436,0.7,-3.8276,TW0002330008
2013/03,2347,聯強,9825,0.65,538416,0.62,-8.6666,TW0002347002
2013/03,2353,宏碁,20351,0.64,530132,0.72,-1.5122,TW0002353000
2013/03,2354,鴻準,7268,0.73,604682,0.59,2.0859,TW0002354008
2013/03,2357,華碩,5422,2.34,1938297,0.72,-0.6943,TW0002357001
