年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2019/01,1303,南亞,26167,2.78,1993178,0.33,1.0594,TW0001303006
2019/01,1326,台化,15847,2.35,1686918,0.27,1.4286,TW0001326007
2019/01,2317,鴻海,55197,5.38,3864829,0.4,-1.1298,TW0002317005
2019/01,2330,台積電,111105,34.19,24552833,0.43,-1.9957,TW0002330008
2019/01,2412,中華電,17585,2.62,1882856,0.23,-5.3096,TW0002412004
2019/01,2454,聯發科,6798,2.3,1654328,0.43,5.8823,TW0002454006
2019/01,2891,中信金,83960,2.42,1737595,0.43,2.4755,TW0002891009
2019/01,3008,大立光,474,2.49,1791622,0.35,17.5737,TW0003008009
2019/01,M1200,食品工業,,2.22,1594342,,2.4906,
2019/01,M1300,塑膠工業,,8.33,5982373,,1.3673,
2019/01,TT99,基金總規模,,,71817199,,,
2018/12,1101,台泥,20487,1.03,729423,0.4,3.1885,TW0001101004
2018/12,1102,亞泥,10637,0.51,361124,0.32,0.7418,TW0001102002
2018/12,1216,統一,21811,2.15,1520287,0.38,-3.3242,TW0001216000
2018/12,1301,台塑,22154,3.16,2234469,0.35,0.9998,TW0001301000
2018/12,1303,南亞,25697,2.74,1936751,0.32,1.6152,TW0001303006
2018/12,1326,台化,15578,2.31,1633179,0.27,-1.4085,TW0001326007
2018/12,1402,遠東新,17766,0.7,495661,0.33,-1.9332,TW0001402006
2018/12,2002,中鋼,56063,1.92,1362026,0.36,1.0417,TW0002002003
2018/12,2105,正新,8320,0.48,339882,0.26,-3.8822,TW0002105004
2018/12,2301,光寶科,9592,0.55,389448,0.41,-0.7333,TW0002301009
2018/12,2303,聯電,53500,0.85,601874,0.43,-2.5973,TW0002303005
2018/12,2308,台達電,9842,1.8,1271111,0.38,-0.3845,TW0002308004
2018/12,2317,鴻海,54207,5.42,3838585,0.39,-1.5298,TW0002317005
2018/12,2327,國巨,1754,0.79,559389,0.41,-13.784,TW0002327004
2018/12,2330,台積電,109086,34.74,24601539,0.42,-0.0002,TW0002330008
2018/12,2354,鴻準,5033,0.43,304478,0.36,-2.733,TW0002354008
2018/12,2357,華碩,3198,0.91,644359,0.43,-7.5686,TW0002357001
2018/12,2382,廣達,12093,0.9,637279,0.31,5.5056,TW0002382009
2018/12,2395,研華,1682,0.5,354044,0.24,-9.8501,TW0002395001
2018/12,2408,南亞科,3734,0.29,205345,0.12,-9.8361,TW0002408002
2018/12,2409,友達,39722,0.69,488580,0.41,-1.9919,TW0002409000
2018/12,2412,中華電,17295,2.76,1952656,0.22,5.6076,TW0002412004
2018/12,2454,聯發科,6695,2.17,1534163,0.42,-3.3685,TW0002454006
2018/12,2474,可成,3367,1.07,754606,0.44,-14.9339,TW0002474004
2018/12,2633,台灣高鐵,9503,0.41,290316,0.17,-1.1327,TW0002633005
2018/12,2801,彰銀,27994,0.68,481499,0.29,-1.7141,TW0002801008
2018/12,2823,凱基人壽,11696,0.46,325720,0.29,-4.7863,TW0002823002
2018/12,2880,華南金,39248,0.97,686845,0.34,-0.2849,TW0002880002
2018/12,2881,富邦金,33410,2.22,1570273,0.33,-3.5863,TW0002881000
2018/12,2882,國泰金,35856,2.38,1683332,0.29,-3.1928,TW0002882008
2018/12,2883,開發金,63378,0.87,616036,0.42,-2.7999,TW0002883006
2018/12,2884,玉山金,46854,1.33,938317,0.43,-3.3655,TW0002884004
2018/12,2885,元大金,50872,1.11,785907,0.44,-1.5924,TW0002885001
2018/12,2886,兆豐金,49389,1.81,1283485,0.36,1.3672,TW0002886009
2018/12,2887,台新金,45035,0.83,587712,0.43,-3.6903,TW0002887007
2018/12,2890,永豐金,47435,0.69,488580,0.42,-3.2864,TW0002890001
2018/12,2891,中信金,82376,2.35,1665064,0.42,-1.2225,TW0002891009
2018/12,2892,第一金,44255,1.25,883658,0.36,0.2506,TW0002892007
2018/12,2912,統一超,2550,1.12,792971,0.25,-2.201,TW0002912003
2018/12,3008,大立光,466,2.11,1496904,0.35,-4.5995,TW0003008009
2018/12,3045,台灣大,7247,1.09,770903,0.21,-2.2936,TW0003045001
2018/12,3481,群創,39338,0.54,382367,0.4,-5.1706,TW0003481008
2018/12,3711,日月光投控,15303,1.26,893544,0.35,-6.5708,TW0003711008
2018/12,4904,遠傳,7229,0.78,552308,0.22,5.3793,TW0004904008
2018/12,4938,和碩,9092,0.66,467338,0.35,-1.7207,TW0004938006
2018/12,5871,中租-KY,5334,0.73,516904,0.41,0.8325,KYG202881093
2018/12,5876,上海商銀,13563,0.77,545227,0.33,0.6257,TW0005876007
2018/12,5880,合庫金,41322,1.03,726097,0.33,-1.3966,TW0005880009
2018/12,6505,台塑化,6171,0.95,672683,0.07,-2.2422,TW0006505001
2018/12,9904,寶成,12163,0.56,396529,0.41,-2.6866,TW0009904003
2018/12,M1100,水泥工業,,1.54,1090454,,2.2448,
2018/12,M1200,食品工業,,2.15,1522388,,-1.4283,
2018/12,M1300,塑膠工業,,8.21,5813396,,0.0792,
2018/12,M1400,紡織纖維,,0.7,495661,,-2.7634,
2018/12,M2000,鋼鐵工業,,1.92,1359528,,0.0765,
2018/12,M2100,橡膠工業,,0.48,339882,,-3.2506,
2018/12,M2600,航運業,,0.41,290316,,-0.1551,
2018/12,M2900,貿易百貨,,1.12,793058,,-3.8368,
2018/12,M9700,油電燃氣業,,0.95,672683,,-2.0971,
2018/12,M9900,其他,,1.29,913433,,-1.4599,
2018/12,TT99,基金總規模,,,70808725,,,
2018/11,1301,台塑,20675,3.09,2066340,0.33,-0.9901,TW0001301000
2018/11,1303,南亞,23954,2.66,1780143,0.3,-3.3811,TW0001303006
2018/11,1326,台化,14513,2.31,1547146,0.25,-4.9107,TW0001326007
2018/11,2317,鴻海,50625,5.44,3640905,0.37,-8.7565,TW0002317005
2018/11,2330,台積電,101894,34.34,22977796,0.39,-3.6324,TW0002330008
2018/11,2412,中華電,16134,2.58,1726898,0.21,-2.2831,TW0002412004
2018/11,2454,聯發科,6254,2.22,1482876,0.39,4.3956,TW0002454006
2018/11,2881,富邦金,31124,2.27,1521212,0.3,0.7222,TW0002881000
2018/11,2882,國泰金,33490,2.43,1624049,0.27,-0.9184,TW0002882008
2018/11,2891,中信金,76890,2.35,1574402,0.39,-0.9685,TW0002891009
2018/11,M1300,塑膠工業,,8.06,5392984,,-2.4004,
2018/11,TT99,基金總規模,,,66910476,,,
2018/10,1216,統一,18781,2.23,1404730,0.33,-6.0225,TW0001216000
2018/10,1301,台塑,19049,3.05,1924133,0.3,-13.675,TW0001301000
2018/10,1303,南亞,22066,2.69,1698649,0.28,-9.3161,TW0001303006
2018/10,1326,台化,13404,2.38,1500067,0.23,-12.5,TW0001326007
2018/10,2317,鴻海,46669,5.83,3678898,0.34,-17.7924,TW0002317005
2018/10,2330,台積電,93946,34.85,21983075,0.36,-10.8573,TW0002330008
2018/10,2412,中華電,14863,2.58,1629328,0.19,-0.4543,TW0002412004
2018/10,2881,富邦金,28773,2.21,1392436,0.28,-6.4672,TW0002881000
2018/10,2882,國泰金,30896,2.4,1511182,0.25,-6.6667,TW0002882008
2018/10,2891,中信金,70869,2.32,1465726,0.36,-10.2173,TW0002891009
2018/10,M1200,食品工業,,2.23,1406677,,-8.1267,
2018/10,M1300,塑膠工業,,8.12,5122069,,-12.5895,
2018/10,TT99,基金總規模,,,63079665,,,
2018/09,1101,台泥,12556,1.02,514777,0.25,-2.9516,TW0001101004
2018/09,1102,亞泥,6461,0.53,268138,0.19,-0.8362,TW0001102002
2018/09,1216,統一,13330,2.1,1061094,0.24,2.7061,TW0001216000
2018/09,1301,台塑,13534,3.13,1582229,0.21,4.0002,TW0001301000
2018/09,1303,南亞,15691,2.63,1329611,0.2,-0.7026,TW0001303006
2018/09,1326,台化,9526,2.41,1216985,0.16,4.0649,TW0001326007
2018/09,1402,遠東新,10912,0.77,389558,0.2,-0.14,TW0001402006
2018/09,2002,中鋼,34323,1.73,875450,0.22,1.3917,TW0002002003
2018/09,2105,正新,5059,0.48,242842,0.16,2.3455,TW0002105004
2018/09,2301,光寶科,5929,0.45,227664,0.25,3.9242,TW0002301009
2018/09,2303,聯電,32893,1.05,531077,0.27,-6.9163,TW0002303005
2018/09,2308,台達電,5986,1.55,785948,0.23,6.504,TW0002308004
2018/09,2317,鴻海,41393,6.48,3280887,0.24,-1.6149,TW0002317005
2018/09,2327,國巨,1080,0.98,495802,0.25,-34.2408,TW0002327004
2018/09,2330,台積電,66685,34.6,17504900,0.26,2.539,TW0002330008
2018/09,2354,鴻準,3056,0.45,227664,0.22,-4.4869,TW0002354008
2018/09,2357,華碩,1955,1.02,516979,0.26,0.9559,TW0002357001
2018/09,2382,廣達,7418,0.78,394618,0.19,0.7576,TW0002382009
2018/09,2395,研華,1023,0.46,232723,0.15,8.8515,TW0002395001
2018/09,2408,南亞科,2264,0.26,131539,0.07,-16.6428,TW0002408002
2018/09,2409,友達,24316,0.62,313670,0.25,-3.0073,TW0002409000
2018/09,2412,中華電,10578,2.3,1161849,0.14,1.3826,TW0002412004
2018/09,2454,聯發科,4084,1.99,1007262,0.26,-1.988,TW0002454006
2018/09,2474,可成,2048,1.36,688911,0.27,-7.6483,TW0002474004
2018/09,2492,華新科,1354,0.57,288374,0.28,-32.2735,TW0002492006
2018/09,2633,台灣高鐵,5753,0.34,172013,0.1,15.4437,TW0002633005
2018/09,2801,彰銀,17132,0.64,323789,0.18,5.3917,TW0002801008
2018/09,2823,凱基人壽,7251,0.44,222605,0.18,0.4908,TW0002823002
2018/09,2880,華南金,23792,0.87,440150,0.21,2.7777,TW0002880002
2018/09,2881,富邦金,20413,2.09,1056712,0.2,1.7682,TW0002881000
2018/09,2882,國泰金,21875,2.27,1149304,0.17,-0.1902,TW0002882008
2018/09,2883,開發金,38610,0.87,440150,0.26,2.703,TW0002883006
2018/09,2884,玉山金,28493,1.27,643454,0.26,-0.2212,TW0002884004
2018/09,2885,元大金,31109,0.99,500861,0.27,3.537,TW0002885001
2018/09,2886,兆豐金,30171,1.64,831388,0.22,6.5892,TW0002886009
2018/09,2887,台新金,27440,0.8,404736,0.26,2.0759,TW0002887007
2018/09,2890,永豐金,29039,0.64,323789,0.26,-0.8889,TW0002890001
2018/09,2891,中信金,50372,2.29,1158842,0.26,6.4816,TW0002891009
2018/09,2892,第一金,26999,1.11,561734,0.22,1.2166,TW0002892007
2018/09,2912,統一超,1552,1.1,558877,0.15,7.0147,TW0002912003
2018/09,3008,大立光,284,2.04,1033136,0.21,-22.7418,TW0003008009
2018/09,3045,台灣大,4435,0.96,485683,0.13,2.3364,TW0003045001
2018/09,3481,群創,23864,0.5,252960,0.24,-7.4234,TW0003481008
2018/09,3711,日月光投控,9371,1.38,697931,0.22,-1.0626,TW0003711008
2018/09,4904,遠傳,4448,0.64,323789,0.14,-0.5463,TW0004904008
2018/09,4938,和碩,5548,0.67,338966,0.21,-7.704,TW0004938006
2018/09,5871,中租-KY,3262,0.69,349085,0.25,2.3922,KYG202881093
2018/09,5880,合庫金,25024,0.92,465446,0.2,1.9178,TW0005880009
2018/09,6505,台塑化,3794,1.11,560923,0.04,17.4602,TW0006505001
2018/09,9904,寶成,7373,0.47,237782,0.25,-4.7269,TW0009904003
2018/09,M1100,水泥工業,,1.55,784176,,-2.1223,
2018/09,M1200,食品工業,,2.1,1062432,,1.3276,
2018/09,M1300,塑膠工業,,8.17,4133366,,2.1432,
2018/09,M1400,紡織纖維,,0.77,389558,,-0.0891,
2018/09,M2000,鋼鐵工業,,1.73,875241,,4.1474,
2018/09,M2100,橡膠工業,,0.48,242842,,0.5029,
2018/09,M2600,航運業,,0.34,172013,,2.3404,
2018/09,M2900,貿易百貨,,1.1,556512,,3.4404,
2018/09,M9700,油電燃氣業,,1.11,561571,,16.6951,
2018/09,M9900,其他,,1.16,586867,,-0.142,
2018/09,TT99,基金總規模,,,50591991,,,
2018/08,1301,台塑,17069,3.01,1923433,0.27,-0.0001,TW0001301000
2018/08,1303,南亞,19796,2.65,1692974,0.25,0.5889,TW0001303006
2018/08,1326,台化,12033,2.32,1478570,0.21,2.0746,TW0001326007
2018/08,2317,鴻海,52384,6.61,4216072,0.3,-3.938,TW0002317005
2018/08,2330,台積電,84306,33.83,21583519,0.33,4.0651,TW0002330008
2018/08,2412,中華電,13347,2.27,1448911,0.17,2.3585,TW0002412004
2018/08,2881,富邦金,25819,2.06,1312847,0.25,0.3945,TW0002881000
2018/08,2882,國泰金,27653,2.28,1455882,0.22,-0.1897,TW0002882008
2018/08,2891,中信金,63796,2.16,1375947,0.33,4.0964,TW0002891009
2018/08,3008,大立光,360,2.65,1691476,0.27,-7.1756,TW0003008009
2018/08,M1300,塑膠工業,,7.98,5090932,,0.5712,
2018/08,TT99,基金總規模,,,63796139,,,
2018/07,1216,統一,19292,2.17,1557873,0.34,4.3925,TW0001216000
2018/07,1301,台塑,19602,3.07,2203230,0.31,5.3774,TW0001301000
2018/07,1303,南亞,22675,2.68,1927901,0.29,3.3666,TW0001303006
2018/07,1326,台化,13770,2.31,1659171,0.24,5.1364,TW0001326007
2018/07,2317,鴻海,60003,7,5027368,0.35,3.157,TW0002317005
2018/07,2330,台積電,96564,33.07,23757620,0.37,13.6258,TW0002330008
2018/07,2412,中華電,15315,2.26,1621431,0.2,0.7032,TW0002412004
2018/07,2882,國泰金,31759,2.33,1670820,0.25,-2.0447,TW0002882008
2018/07,2891,中信金,73044,2.11,1514094,0.38,-0.4868,TW0002891009
2018/07,3008,大立光,413,2.96,2124715,0.31,14.6991,TW0003008009
2018/07,M1200,食品工業,,2.17,1558756,,2.1098,
2018/07,M1300,塑膠工業,,8.06,5789664,,-1.1234,
2018/07,TT99,基金總規模,,,71832066,,,
2018/06,1101,台泥,16671,0.89,706018,0.39,-2.8668,TW0001101004
2018/06,1102,亞泥,10893,0.46,364908,0.32,1.3616,TW0001102002
2018/06,1216,統一,22445,2.19,1740013,0.4,5.8825,TW0001216000
2018/06,1301,台塑,22846,3.24,2568925,0.36,4.6511,TW0001301000
2018/06,1303,南亞,26473,2.91,2308841,0.33,4.1816,TW0001303006
2018/06,1326,台化,16061,2.46,1950602,0.27,5.6522,TW0001326007
2018/06,1402,遠東新,18391,0.67,531497,0.34,1.226,TW0001402006
2018/06,2002,中鋼,57906,1.73,1373957,0.37,0.4237,TW0002002003
2018/06,2105,正新,8651,0.5,396640,0.27,0.5483,TW0002105004
2018/06,2301,光寶科,9889,0.46,364908,0.42,-5.6265,TW0002301009
2018/06,2303,聯電,55693,1.19,941193,0.44,1.8017,TW0002303005
2018/06,2308,台達電,10142,1.4,1109292,0.39,-1.3514,TW0002308004
2018/06,2317,鴻海,69984,7.34,5819973,0.4,-2.9172,TW0002317005
2018/06,2327,國巨,1516,2.15,1708149,0.43,18.2966,TW0002327004
2018/06,2330,台積電,112598,30.73,24379404,0.43,0.1986,TW0002330008
2018/06,2354,鴻準,5211,0.49,388707,0.37,1.0842,TW0002354008
2018/06,2357,華碩,3304,1.16,920917,0.45,2.5784,TW0002357001
2018/06,2382,廣達,12455,0.84,666354,0.32,0.9434,TW0002382009
2018/06,2395,研華,1737,0.44,349043,0.25,-0.9854,TW0002395001
2018/06,2408,南亞科,3718,0.39,309379,0.12,-12.9346,TW0002408002
2018/06,2409,友達,41201,0.67,531497,0.43,-1.9012,TW0002409000
2018/06,2412,中華電,17813,2.47,1961909,0.23,0.9174,TW0002412004
2018/06,2454,聯發科,6902,2.61,2069912,0.44,-3.6917,TW0002454006
2018/06,2474,可成,3466,1.49,1180339,0.45,-2.1523,TW0002474004
2018/06,2492,華新科,2283,1.2,950695,0.47,7.6128,TW0002492006
2018/06,2633,台灣高鐵,9626,0.29,230051,0.17,3.2401,TW0002633005
2018/06,2801,彰銀,27787,0.62,491833,0.3,0.8549,TW0002801008
2018/06,2823,凱基人壽,11368,0.46,364908,0.3,2.0667,TW0002823002
2018/06,2880,華南金,38435,0.86,682220,0.35,-0.8379,TW0002880002
2018/06,2881,富邦金,34463,2.22,1760314,0.34,2.5125,TW0002881000
2018/06,2882,國泰金,37010,2.51,1988830,0.3,5.1077,TW0002882008
2018/06,2883,開發金,65454,0.92,729817,0.44,-0.8888,TW0002883006
2018/06,2884,玉山金,45544,1.22,964811,0.45,1.6746,TW0002884004
2018/06,2885,元大金,53076,0.93,737750,0.45,-1.4184,TW0002885001
2018/06,2886,兆豐金,51018,1.73,1373265,0.38,2.4762,TW0002886009
2018/06,2887,台新金,44622,0.81,642556,0.45,-2.3731,TW0002887007
2018/06,2890,永豐金,48318,0.67,531497,0.44,-0.9008,TW0002890001
2018/06,2891,中信金,84930,2.35,1867507,0.44,1.6203,TW0002891009
2018/06,2892,第一金,45055,1.17,930135,0.37,1.2284,TW0002892007
2018/06,2912,統一超,2640,1.15,909327,0.25,12.5407,TW0002912003
2018/06,3008,大立光,480,2.72,2155420,0.36,9.512,TW0003008009
2018/06,3045,台灣大,7466,1.04,825686,0.22,0.4544,TW0003045001
2018/06,3481,群創,40570,0.56,444236,0.41,-5.6037,TW0003481008
2018/06,3711,日月光投控,15843,1.43,1132669,0.37,-5.7895,TW0003711008
2018/06,4904,遠傳,7450,0.74,587027,0.23,3.1414,TW0004904008
2018/06,4938,和碩,9362,0.74,587027,0.36,-0.9479,TW0004938006
2018/06,5871,中租-KY,5394,0.68,539430,0.43,-6.542,KYG202881093
2018/06,5880,合庫金,41331,0.93,737750,0.34,1.133,TW0005880009
2018/06,6505,台塑化,6411,0.99,785346,0.07,0.8229,TW0006505001
2018/06,9904,寶成,12549,0.56,444236,0.43,-3.5423,TW0009904003
2018/06,M1100,水泥工業,,1.35,1070927,,-1.2033,
2018/06,M1200,食品工業,,2.19,1737281,,3.8327,
2018/06,M1300,塑膠工業,,8.61,6830133,,3.9239,
2018/06,M1400,紡織纖維,,0.67,531497,,-0.3778,
2018/06,M2000,鋼鐵工業,,1.73,1372373,,1.3993,
2018/06,M2100,橡膠工業,,0.5,396640,,0.8201,
2018/06,M2600,航運業,,0.29,230051,,-3.2712,
2018/06,M2900,貿易百貨,,1.15,912271,,7.1531,
2018/06,M9700,油電燃氣業,,0.99,785346,,0.7564,
2018/06,M9900,其他,,1.24,983666,,0.8989,
2018/06,TT99,基金總規模,,,79327908,,,
2018/05,1301,台塑,14205,3.14,1529356,0.22,2.8706,TW0001301000
2018/05,1303,南亞,16501,2.84,1380682,0.21,2.5736,TW0001303006
2018/05,1326,台化,10022,2.37,1150245,0.17,5.0227,TW0001326007
2018/05,2317,鴻海,43580,7.68,3734862,0.25,3.3775,TW0002317005
2018/05,2330,台積電,70145,32.31,15714958,0.27,-1.3216,TW0002330008
2018/05,2412,中華電,11109,2.49,1211233,0.14,-3.5398,TW0002412004
2018/05,2454,聯發科,4293,2.75,1339151,0.27,-8.3824,TW0002454006
2018/05,2882,國泰金,23045,2.54,1234449,0.18,0.187,TW0002882008
2018/05,2891,中信金,52908,2.35,1144936,0.27,1.6469,TW0002891009
2018/05,3008,大立光,299,2.52,1226216,0.22,17.816,TW0003008009
2018/05,M1300,塑膠工業,,8.35,4060659,,3.2477,
2018/05,TT99,基金總規模,,,48630644,,,
2018/04,1301,台塑,13697,3.09,1430956,0.22,0.481,TW0001301000
2018/04,1303,南亞,15894,2.8,1295593,0.2,-0.0001,TW0001303006
2018/04,1326,台化,9645,2.28,1054186,0.17,0.9217,TW0001326007
2018/04,2317,鴻海,41963,7.51,3477425,0.24,-6.3277,TW0002317005
2018/04,2330,台積電,67523,33.09,15328542,0.26,-8.2828,TW0002330008
2018/04,2412,中華電,10699,2.61,1208623,0.14,0,TW0002412004
2018/04,2454,聯發科,4142,3.04,1406899,0.26,-0.1468,TW0002454006
2018/04,2881,富邦金,20617,2.27,1053526,0.2,1.5937,TW0002881000
2018/04,2882,國泰金,22165,2.56,1185965,0.18,1.9048,TW0002882008
2018/04,2891,中信金,51008,2.34,1084167,0.26,0.2359,TW0002891009
2018/04,M1300,塑膠工業,,8.17,3784424,,0.7319,
2018/04,TT99,基金總規模,,,46320979,,,
2018/03,1101,台泥,8954,0.77,327257,0.21,-1.2161,TW0001101004
2018/03,1102,亞泥,5806,0.39,165754,0.17,0.5281,TW0001102002
2018/03,1216,統一,12011,1.95,828768,0.21,0.0001,TW0001216000
2018/03,1301,台塑,12219,2.99,1269485,0.19,0.4829,TW0001301000
2018/03,1303,南亞,14167,2.72,1154893,0.18,1.2408,TW0001303006
2018/03,1326,台化,8579,2.19,931179,0.15,0.0001,TW0001326007
2018/03,1402,遠東新,9802,0.61,259256,0.18,1.9268,TW0001402006
2018/03,2002,中鋼,30992,1.71,726765,0.2,-2.6973,TW0002002003
2018/03,2105,正新,4607,0.51,216755,0.14,-6.2747,TW0002105004
2018/03,2301,光寶科,5338,0.52,221005,0.23,-1.4287,TW0002301009
2018/03,2303,聯電,29614,1.08,459010,0.24,9.5406,TW0002303005
2018/03,2308,台達電,5406,1.66,705515,0.21,-6.1154,TW0002308004
2018/03,2311,日月光,17102,1.69,718265,0.2,5.6605,TW0002311008
2018/03,2317,鴻海,37410,7.79,3309158,0.22,0.4539,TW0002317005
2018/03,2324,仁寶,10439,0.49,208254,0.24,-0.7462,TW0002324001
2018/03,2325,矽品,5522,0.66,280506,0.17,-0.1966,TW0002325008
2018/03,2330,台積電,60188,35.05,14897808,0.23,0.6099,TW0002330008
2018/03,2354,鴻準,2776,0.52,221005,0.2,0.2519,TW0002354008
2018/03,2357,華碩,1771,1.15,488760,0.24,-0.3613,TW0002357001
2018/03,2382,廣達,6688,0.93,395258,0.17,-0.8392,TW0002382009
2018/03,2395,研華,931,0.46,195504,0.13,-3.4482,TW0002395001
2018/03,2408,南亞科,1940,0.42,178504,0.06,13.8615,TW0002408002
2018/03,2409,友達,22188,0.71,301756,0.23,3.8168,TW0002409000
2018/03,2412,中華電,9516,2.53,1077317,0.12,3.1964,TW0002412004
2018/03,2454,聯發科,3695,2.96,1256110,0.23,13.1232,TW0002454006
2018/03,2474,可成,1850,1.55,658764,0.24,0.5649,TW0002474004
2018/03,2633,台灣高鐵,5313,0.28,119003,0.09,-1.1038,TW0002633005
2018/03,2801,彰銀,14794,0.59,250755,0.16,0.8928,TW0002801008
2018/03,2823,凱基人壽,6082,0.43,182754,0.16,2.2109,TW0002823002
2018/03,2880,華南金,20526,0.85,361258,0.19,2.3256,TW0002880002
2018/03,2881,富邦金,18457,2.18,924404,0.18,-3.8315,TW0002881000
2018/03,2882,國泰金,19753,2.44,1037422,0.16,-3.6697,TW0002882008
2018/03,2883,開發金,34661,0.84,357008,0.23,-1.9046,TW0002883006
2018/03,2884,玉山金,24131,1.11,471760,0.24,1.0338,TW0002884004
2018/03,2885,元大金,28971,0.91,386758,0.25,1.5209,TW0002885001
2018/03,2886,兆豐金,27322,1.62,688515,0.2,1.0018,TW0002886009
2018/03,2887,台新金,23860,0.8,340007,0.24,0.3521,TW0002887007
2018/03,2890,永豐金,25870,0.63,267756,0.23,2.4755,TW0002890001
2018/03,2891,中信金,45508,2.27,964152,0.23,-0.7024,TW0002891009
2018/03,2892,第一金,24077,1.15,488760,0.2,1.5,TW0002892007
2018/03,2912,統一超,1402,0.97,412259,0.14,-0.1696,TW0002912003
2018/03,3008,大立光,258,2.03,862768,0.19,-9.337,TW0003008009
2018/03,3045,台灣大,3980,1.03,437759,0.12,2.3257,TW0003045001
2018/03,3481,群創,21737,0.67,284756,0.22,0.7695,TW0003481008
2018/03,4904,遠傳,4022,0.74,314507,0.12,5.6759,TW0004904008
2018/03,4938,和碩,5007,0.86,365508,0.19,-2.6665,TW0004938006
2018/03,5871,中租-KY,2916,0.71,301756,0.23,5.397,KYG202881093
2018/03,5880,合庫金,21992,0.89,378258,0.18,1.1764,TW0005880009
2018/03,6505,台塑化,3407,0.95,403759,0.04,1.2822,TW0006505001
2018/03,9904,寶成,6688,0.62,263506,0.23,7.2108,TW0009904003
2018/03,M1100,水泥工業,,1.16,493010,,-0.8663,
2018/03,M1200,食品工業,,1.95,828768,,0.3394,
2018/03,M1300,塑膠工業,,7.9,3357571,,0.3894,
2018/03,M1400,紡織纖維,,0.61,259256,,1.9689,
2018/03,M2000,鋼鐵工業,,1.71,726765,,-0.5688,
2018/03,M2100,橡膠工業,,0.51,216755,,-4.2613,
2018/03,M2600,航運業,,0.28,119003,,-1.3333,
2018/03,M2900,貿易百貨,,0.97,412259,,0.9333,
2018/03,M9700,油電燃氣業,,0.95,403759,,1.2855,
2018/03,M9900,其他,,1.33,565262,,1.532,
2018/03,TT99,基金總規模,,,42500902,,,
2018/02,1301,台塑,12223,2.99,1265141,0.19,-0.0001,TW0001301000
2018/02,1303,南亞,14174,2.7,1142352,0.18,0.6243,TW0001303006
2018/02,2317,鴻海,37460,7.8,3298959,0.22,-4.4467,TW0002317005
2018/02,2330,台積電,60285,35.05,14828920,0.23,-3.5294,TW0002330008
2018/02,2412,中華電,9544,2.47,1045481,0.12,0.9217,TW0002412004
2018/02,2454,聯發科,3697,2.63,1111899,0.23,0.6689,TW0002454006
2018/02,2881,富邦金,18481,2.28,962590,0.18,-3.6901,TW0002881000
2018/02,2882,國泰金,19797,2.55,1078523,0.16,-0.1832,TW0002882008
2018/02,2891,中信金,45581,2.3,972383,0.23,0.2347,TW0002891009
2018/02,3008,大立光,257,2.25,950561,0.19,-7.7402,TW0003008009
2018/02,M1300,塑膠工業,,5.69,2407495,,-0.2971,
2018/02,TT99,基金總規模,,,42310984,,,
